,,,,,
Inf,Rec,Club,División,Juega en,Nombre
Juv,- - -,Sant Andreu,Segunda División Federación Grupo 3 española,ESP,- -
Les,- - -,Córdoba,Primera División Federación B española,ESP,- -
Ced,- - -,Villarreal B,Segunda División española,ESP,- -
,- - -,Talavera,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,La Unión At.,Segunda División Federación Grupo 4 española,ESP,- -
Ret,- - -,Orihuela,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,R. Majadahonda,Primera División Federación A española,ESP,- -
,- - -,Mirandés,Segunda División española,ESP,- -
,- - -,R. Madrid,Primera División española,ESP,- -
,- - -,Sabadell,Primera División Federación A española,ESP,- -
,- - -,Ceuta,Primera División Federación B española,ESP,- -
,- - -,Unionistas,Primera División Federación A española,ESP,- -
,- - -,Eibar,Segunda División española,ESP,- -
,- - -,Valencia B,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Racing Cartagena,Segunda División Federación Grupo 4 española,ESP,- -
Seg,- - -,C.D. Estepona,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Cacereño,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Cacereño,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Mutilvera,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Coruxo,Segunda División Federación Grupo 1 española,ESP,- -
Seg,- - -,A.D. San Juan,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Barakaldo,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Alavés,Primera División española,ESP,- -
Seg,- - -,Alavés,Primera División española,ESP,- -
,- - -,Cornellà,Primera División Federación A española,ESP,- -
,- - -,Barcelona,Primera División española,ESP,- -
,- - -,Egüés,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Egüés,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Valencia,Primera División española,ESP,- -
,- - -,Coruxo,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Villarreal,Primera División española,ESP,- -
,- - -,Zaragoza B,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Tenerife,Segunda División española,ESP,- -
Seg,- - -,R. Madrid B,Primera División Federación B española,ESP,- -
Juv,- - -,R. Madrid,Primera División española,ESP,- -
,- - -,Badalona Fut,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Cádiz,Primera División española,ESP,- -
,- - -,Arenteiro,Primera División Federación A española,ESP,- -
Seg,- - -,Ibiza,Primera División Federación B española,ESP,- -
,- - -,Montijo,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Real San Sebastián,Primera División española,ESP,- -
Ctr,- - -,A.D. San Juan,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Eldense,Segunda División española,ESP,- -
Pet,- - -,Vigo B,Primera División Federación A española,ESP,- -
,- - -,Tarragona,Primera División Federación A española,ESP,- -
,- - -,Sant Andreu,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Valladolid B,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Zaragoza,Segunda División española,ESP,- -
,- - -,G. Torrelavega,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,R. Madrid,Primera División española,ESP,- -
,- - -,Mensajero,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Leonesa,Primera División Federación A española,ESP,- -
Juv,- - -,Vigo,Primera División española,ESP,- -
,- - -,Terrassa,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Algeciras,Primera División Federación B española,ESP,- -
,- - -,Vélez C.F.,Segunda División Federación Grupo 4 española,ESP,- -
Juv,- - -,Leganés,Segunda División española,ESP,- -
,- - -,Coruxo,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Llerenense,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Mirandés,Segunda División española,ESP,- -
,- - -,La Nucía,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Formentera,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,U. Murcia,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Utebo,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Antequera,Primera División Federación B española,ESP,- -
,- - -,Sta. Eulalia,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Córdoba,Primera División Federación B española,ESP,- -
,- - -,Llerenense,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Villalbés,Segunda División Federación Grupo 1 española,ESP,- -
Seg,- - -,Badalona Fut,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Langreo,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Barakaldo,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Girona,Primera División española,ESP,- -
Juv,- - -,Barcelona,Primera División española,ESP,- -
,- - -,Lugo,Primera División Federación A española,ESP,- -
Juv,- - -,Alcoyano,Primera División Federación B española,ESP,- -
,- - -,A. Sagunto,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Granada,Primera División española,ESP,- -
,- - -,Barcelona,Primera División española,ESP,- -
,- - -,Valladolid,Segunda División española,ESP,- -
Int,- - -,Barcelona,Primera División española,ESP,- -
,- - -,Cerdanyola,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Cartagena B,Segunda División Federación Grupo 4 española,ESP,- -
Juv,- - -,Atlético Pamplona,Primera División española,ESP,- -
Ret,- - -,Europa,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Córdoba,Primera División Federación B española,ESP,- -
Seg,- - -,A. Sagunto,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Atlético Pamplona,Primera División española,ESP,- -
,- - -,Badajoz,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Guijuelo,Segunda División Federación Grupo 1 española,ESP,- -
Seg,- - -,A. Madrid B,Primera División Federación B española,ESP,- -
Juv,- - -,El Palo,Segunda División Federación Grupo 4 española,ESP,- -
Juv,- - -,Villarreal,Primera División española,ESP,- -
Juv,- - -,Cayón,Segunda División Federación Grupo 1 española,ESP,- -
Juv,- - -,Europa,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Sta. Eulalia,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Arenteiro,Primera División Federación A española,ESP,- -
,- - -,Covadonga,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Avilés,Segunda División Federación Grupo 1 española,ESP,- -
Seg,- - -,Elche,Segunda División española,ESP,- -
Trn,- - -,Villarreal,Primera División española,ESP,- -
Seg,- - -,Real San Sebastián,Primera División española,ESP,- -
Juv,- - -,Leonesa,Primera División Federación A española,ESP,- -
,- - -,Marino,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Alavés B,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Huelva,Primera División Federación B española,ESP,- -
Trn,- - -,Vallecano,Primera División española,ESP,- -
Seg,- - -,Huesca,Segunda División española,ESP,- -
,- - -,S.D. Logroñés,Primera División Federación A española,ESP,- -
Seg,- - -,Villarreal,Primera División española,ESP,- -
,- - -,Tarragona,Primera División Federación A española,ESP,- -
,- - -,Getafe B,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Tarazona,Primera División Federación A española,ESP,- -
,- - -,Barcelona B,Primera División Federación A española,ESP,- -
,- - -,A. Getxo,Segunda División Federación Grupo 2 española,ESP,- -
Seg,- - -,Granada B,Primera División Federación B española,ESP,- -
Les,- - -,Oviedo,Segunda División española,ESP,- -
,- - -,Amorebieta,Segunda División española,ESP,- -
Seg,- - -,Águilas,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Zamora,Segunda División Federación Grupo 1 española,ESP,- -
Les,- - -,Real Hispalis B,Segunda División Federación Grupo 4 española,ESP,- -
Juv,- - -,Marbella,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Girona,Primera División española,ESP,- -
,- - -,A. Getxo,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,A. Madrid,Primera División española,ESP,- -
,- - -,Covadonga,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Cayón,Segunda División Federación Grupo 1 española,ESP,- -
Pet,- - -,Real San Sebastián,Primera División española,ESP,- -
,- - -,Algeciras,Primera División Federación B española,ESP,- -
,- - -,Barakaldo,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Zamora,Segunda División Federación Grupo 1 española,ESP,- -
Les,- - -,S. Gijón,Segunda División española,ESP,- -
Juv,- - -,Marbella,Segunda División Federación Grupo 4 española,ESP,- -
Pet,- - -,Ceuta,Primera División Federación B española,ESP,- -
Ret,- - -,Sta. Eulalia,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Logroñés,Segunda División Federación Grupo 2 española,ESP,- -
Les,- - -,Sevilla,Primera División española,ESP,- -
,- - -,Atlético Pamplona B,Primera División Federación A española,ESP,- -
Juv,- - -,Levante,Segunda División española,ESP,- -
Seg,- - -,Atlético Pamplona,Primera División española,ESP,- -
,- - -,Logroñés,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Vallecano,Primera División española,ESP,- -
,- - -,Barakaldo,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Intercity,Primera División Federación B española,ESP,- -
,- - -,Leganés,Segunda División española,ESP,- -
Juv,- - -,Barakaldo,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Amorebieta,Segunda División española,ESP,- -
,- - -,Navalcarnero,Segunda División Federación Grupo 5 española,ESP,- -
Juv,- - -,Logroñés,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Leganés,Segunda División española,ESP,- -
Juv,- - -,Leganés,Segunda División española,ESP,- -
,- - -,A. Bilbao B,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Eldense,Segunda División española,ESP,- -
,- - -,Mutilvera,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,U. Murcia,Segunda División Federación Grupo 4 española,ESP,- -
Seg,- - -,Logroñés,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Lugo,Primera División Federación A española,ESP,- -
,- - -,Valencia B,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Villalbés,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Calahorra,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Villanovense,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Granada,Primera División española,ESP,- -
,- - -,Sanluqueño,Primera División Federación B española,ESP,- -
Des,- - -,Zaragoza B,Segunda División Federación Grupo 2 española,ESP,- -
Ret,- - -,Albacete,Segunda División española,ESP,- -
Seg,- - -,Ferrol,Segunda División española,ESP,- -
Juv,- - -,Getafe,Primera División española,ESP,- -
,- - -,Zaragoza B,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Huesca,Segunda División española,ESP,- -
,- - -,Coruña,Primera División Federación A española,ESP,- -
,- - -,Barbastro,Segunda División Federación Grupo 2 española,ESP,- -
Seg,- - -,Coruña,Primera División Federación A española,ESP,- -
,- - -,R. Madrid,Primera División española,ESP,- -
,- - -,C.D. Estepona,Segunda División Federación Grupo 4 española,ESP,- -
Juv,- - -,Coruña,Primera División Federación A española,ESP,- -
Juv,- - -,Mutilvera,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Atlético Pamplona B,Primera División Federación A española,ESP,- -
Seg,- - -,Alcoyano,Primera División Federación B española,ESP,- -
,- - -,Huesca,Segunda División española,ESP,- -
,- - -,Vallecano,Primera División española,ESP,- -
,- - -,Brea,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Marbella,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Zaragoza,Segunda División española,ESP,- -
,- - -,Girona,Primera División española,ESP,- -
,- - -,Europa,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Málaga,Primera División Federación B española,ESP,- -
Seg,- - -,La Nucía,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,A. Getxo,Segunda División Federación Grupo 2 española,ESP,- -
Seg,- - -,Mallorca,Primera División española,ESP,- -
,- - -,Levante,Segunda División española,ESP,- -
,- - -,Ponferrada,Primera División Federación A española,ESP,- -
Juv,- - -,A. Baleares,Primera División Federación B española,ESP,- -
,- - -,R. Santander,Segunda División española,ESP,- -
Juv,- - -,Córdoba,Primera División Federación B española,ESP,- -
Seg,- - -,Eldense,Segunda División española,ESP,- -
Seg,- - -,Huesca,Segunda División española,ESP,- -
Juv,- - -,Tudelano,Segunda División Federación Grupo 2 española,ESP,- -
Seg,- - -,Zaragoza,Segunda División española,ESP,- -
,- - -,Granada,Primera División española,ESP,- -
Juv,- - -,Burgos,Segunda División española,ESP,- -
,- - -,Zaragoza,Segunda División española,ESP,- -
,- - -,Las Palmas,Primera División española,ESP,- -
Seg,- - -,Espanyol B,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Huesca,Segunda División española,ESP,- -
,- - -,Sabadell,Primera División Federación A española,ESP,- -
Int,- - -,R. Madrid,Primera División española,ESP,- -
,- - -,Badalona Fut,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Mallorca,Primera División española,ESP,- -
Seg,- - -,Granada B,Primera División Federación B española,ESP,- -
,- - -,Ciudad Real,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Coruxo,Segunda División Federación Grupo 1 española,ESP,- -
Seg,- - -,Zaragoza,Segunda División española,ESP,- -
Juv,- - -,Formentera,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,S. Gijón,Segunda División española,ESP,- -
,- - -,Linares,Primera División Federación B española,ESP,- -
,- - -,Gernika,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Villalbés,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Villalbés,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Badalona Fut,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,G. Torrelavega,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Tarragona,Primera División Federación A española,ESP,- -
,- - -,Arandina,Segunda División Federación Grupo 1 española,ESP,- -
Juv,- - -,Eldense,Segunda División española,ESP,- -
,- - -,A. Madrid,Primera División española,ESP,- -
Juv,- - -,Arenteiro,Primera División Federación A española,ESP,- -
,- - -,Sta. Eulalia,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Valencia B,Segunda División Federación Grupo 3 española,ESP,- -
Opc,- - -,Linares,Primera División Federación B española,ESP,- -
,- - -,Elche,Segunda División española,ESP,- -
Juv,- - -,Atlético Pamplona,Primera División española,ESP,- -
Seg,- - -,Cádiz,Primera División española,ESP,- -
,- - -,Córdoba,Primera División Federación B española,ESP,- -
Juv,- - -,Albacete,Segunda División española,ESP,- -
,- - -,Oviedo B,Segunda División Federación Grupo 1 española,ESP,- -
Seg,- - -,Lugo,Primera División Federación A española,ESP,- -
,- - -,Valencia,Primera División española,ESP,- -
