,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Posición,Part,Min,Pas I,Pas C,Pases prog,Pas Cl,Asis,xA,OCG,Reg,Pres Int,Pres C,Distancia,Esprints/90,Ent I,Ent C,Ent Cl,FC,FR,Ama,Roj.,Rob,Desp,Pos Gan/90,Pos Perd/90,Gol,xG,Cab Int,Cab,DsR,Rec,Cen.In,Cen.Com,Cen I-Ab,Cen C-Ab
- - -,,Alberto Medina,ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Sergio Durán,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Antonio Miguel,POR,10 (4),1.159,293,163,0,0,0,0,0,0,0,0,"65,3 km",0,1,1,0,2,4,2,0,0,-,"0,93","9,01",0,0,-,-,-,-,-,-,-,-
- - -,Ofer,Fede,ME/MP (I),0 (5),50,18,15,1,1,0,0,0,0,7,1,"5,9 km",-,1,1,0,0,0,0,0,0,1,-,-,0,"0,37",2,0,0,0,2,0,2,0
- - -,Juv,Antoni Drets,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Manu Sesé,ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pol Durán,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Cristian Palacios,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ricard Brugué,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pablo Montero,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Carlos,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,António Sardinha,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Marcos Borrego,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Alejandro Alda,DF/CR (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Javier Albín,"ME/MP (D), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Juanjo Heredia,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José Correa,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Víctor Salgueiro,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Sixtus Ogbuehi,DL (C),0 (1),8,2,2,0,0,0,0,0,0,1,0,"1,5 km",-,0,-,0,0,0,0,0,0,0,-,-,0,0,1,0,0,0,0,0,0,0
- - -,,Kennedy Akumagoa,DF (C),13 (2),1.254,697,589,53,7,1,"0,23",0,3,37,15,"147,4 km","4,16",16,12,6,13,5,4,0,20,17,"10,12","4,95",1,"0,75",124,86,15,7,6,3,6,3
- - -,,Hugo Martínez,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Íñigo Ariztimuño,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Adrián Romero,POR,2 (3),330,84,64,0,0,0,0,0,0,0,0,"20,8 km",0,0,-,0,0,2,0,0,0,-,"1,91","7,09",0,0,-,-,-,-,-,-,-,-
- - -,Les,Emmanuel Ngwem,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Petrus Lebongo,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Alexis,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Abel Villa,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Aitor Larrañaga,DF (DC),16 (5),1.565,847,727,77,9,1,"1,65",3,3,82,25,"198,0 km","8,11",31,22,4,13,9,1,0,23,26,"9,2","11,73",2,"1,32",115,67,20,10,35,4,35,4
- - -,Juv,Julen Tena,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Borislav Popović,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Óscar Rodriguez,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Álex,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Hugo Romero,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Bachir Touré,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ahmed Al-Bloushi,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Beñat Leiza,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Diego Doblado,"MP (C), DL (C)",0 (1),14,3,3,0,0,0,0,0,0,1,0,"2,6 km",-,0,-,0,0,0,0,0,0,0,-,-,0,0,2,0,0,0,0,0,0,0
- - -,Juv,Elias Eckhardt,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Ale,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Airam Moreno,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Rubén Richarte,"ME (C), MP (IC)",3 (8),370,131,99,10,6,0,"0,34",0,14,47,8,"48,6 km","11,19",5,3,0,2,3,0,0,10,3,"1,46","22,14",0,"0,53",28,5,0,1,17,4,17,4
- - -,,Nacho Mingol,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Miguel Ángel Sanz,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ignacio Cañizares,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Miguel Blanco,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Sékou Djambou,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jesús Jiménez,ME (C),0 (2),31,12,10,1,0,0,0,0,0,3,0,"3,5 km",-,0,-,0,1,0,0,0,0,0,-,-,0,0,2,0,0,0,3,0,3,0
- - -,Juv,Reuben Chibueze,ME (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Alejandro Conte,DF (C),3 (3),374,230,190,13,0,0,"0,3",1,0,14,6,"44,4 km","3,37",6,3,0,4,1,1,0,9,4,"9,63","3,61",0,"0,48",40,33,0,2,0,0,0,0
- - -,Juv,Pablo Zafra,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Íñigo Cortés,ME (DC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Diego Matabuena,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jorge Farinós,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Alfred,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Alejandro Morales,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álvaro González,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Abou,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Marcos Rodríguez,MP (C),19 (2),1.494,568,488,25,17,2,"2,29",3,14,119,29,"210,3 km","8,25",21,16,0,16,10,0,0,26,14,"6,69","23,37",6,"1,92",78,8,0,2,19,3,19,3
- - -,Juv,Hugo Busto,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Iker Navarro,"MC, ME (C)",2 (9),278,161,140,12,1,0,"0,99",4,2,23,8,"35,8 km","7,45",8,5,0,2,0,0,0,4,1,"10,04","10,36",1,"0,17",16,6,0,1,2,1,2,1
- - -,,Aitor Bellón,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Carlos Sánchez,DF (D),34,2.962,1.500,1.244,161,31,2,"1,85",3,19,227,68,"387,8 km","10,63",77,61,3,18,23,2,0,64,58,"9,88","19,17",2,"5,62",188,92,17,16,123,13,123,13
- - -,,Iker Villar,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Dani,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Nika Sharikadze,DF (C),3 (22),1.348,736,591,62,10,0,"0,68",1,3,74,13,"177,1 km","8,35",23,20,2,16,4,4,0,29,25,"5,81","12,62",0,"0,92",117,80,14,12,24,6,24,6
- - -,,Daniel Leal,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Diego Moreno,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Diego Barrios,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Rubén,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Joan Ramón,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Manuel Di Massimo,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Alberto Alonso,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,David Martín,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Carlos,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Joaquín Andrés,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jesús,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Borja Casas,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Aldo,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Juanma Simón,ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Leandro Cuevas,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Diego Expósito,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Amin,DF (DC),0 (1),30,18,16,1,0,0,0,0,0,1,0,"4,1 km",-,0,-,0,0,0,0,0,1,0,-,-,0,0,2,2,0,0,0,0,0,0
- - -,,Nicolás Olmedo,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Roberto García,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,David Gallego,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ofer,Marcos Arriola,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Chus González,MP (C),1,45,15,14,3,2,0,0,0,1,5,2,"6,1 km",-,2,0,0,0,1,0,0,1,1,-,-,0,0,4,0,0,0,1,0,1,0
- - -,Juv,José Manuel,DF (IC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Xabier Garmendia,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Daniel Yáñez,ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Beto,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pablo Kawecki,ME (C),3,270,60,43,0,0,0,0,0,0,0,0,"0,0 km",0,10,8,0,3,2,0,0,0,0,0,0,0,"0,23",0,-,0,0,0,0,0,0
- - -,Juv,Emanuel Benjamin,"DF (D), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,David,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Bakary Traoré,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José Antonio,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Javier Pamies,DF (DC),1 (2),146,79,64,6,1,0,0,0,0,6,3,"19,1 km","6,16",4,4,0,2,3,0,0,4,1,"8,01","14,18",0,"0,04",10,8,1,1,4,0,4,0
- - -,,Pelayo Avanzini,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Diego Aguado,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Santi Borikó,DF (C),33,2.970,1.712,1.465,123,11,1,"0,72",4,2,103,36,"365,2 km","4,24",41,29,8,26,5,6,0,42,50,"6,94","5,88",2,"3,96",310,202,12,16,4,0,4,0
- - -,Ofer,Samu Guillén,"MP (D), DL (C)",0 (3),91,32,25,1,1,0,"0,13",0,2,8,5,"12,6 km","7,91",3,3,0,1,2,0,0,0,2,0,"43,52",0,"0,18",6,0,0,0,6,0,6,0
- - -,,Carlos,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Bruno Galassi,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Asier Seijo,MP (I),5 (1),467,186,154,14,7,1,"0,75",1,12,66,18,"64,6 km","11,56",18,14,0,1,7,0,0,15,8,"6,36","21,78",0,0,17,5,0,3,37,4,37,4
- - -,,Liberto,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Isra,ME/MP (C),0 (1),18,7,6,0,0,0,0,0,0,2,0,"3,9 km",-,0,-,0,0,0,0,0,0,0,-,-,0,0,2,0,0,0,0,0,0,0
- - -,,Javi Mena,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Óscar Mesa,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Dylan Iglesias,"ME (D), MP (DI)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Adrián González,DF/ME (I),0 (3),64,25,20,3,0,0,0,0,0,9,1,"7,0 km",-,1,1,0,1,0,0,0,0,1,-,-,0,0,6,2,0,0,4,0,4,0
- - -,,Paulo Almeida,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Óscar Rodríguez,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Gabriel,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Ferran Seco,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Sergio Perea,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Angelo,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Asier García,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Christian Lagüera,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Thiago,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ángel Rueda,DF (C),1 (1),120,71,56,5,0,0,0,0,0,3,0,"13,7 km","5,25",1,1,0,1,0,0,0,2,0,"3,75","6,75",0,0,16,11,1,1,0,0,0,0
- - -,,Diego,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Rachid Bouchaiba,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pedro Méndez,DL (C),26 (10),2.419,607,539,18,17,0,"0,52",0,28,140,34,"310,1 km","5,32",33,30,0,42,55,6,0,27,11,"0,37","22,51",5,"4,09",260,54,0,2,19,4,19,4
- - -,,Valde,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Fito,"DF (C), MC",35,2.939,1.644,1.457,106,31,2,"2,34",4,12,294,78,"401,9 km","8,64",81,58,3,38,14,4,0,44,51,"8,88","9,52",3,"1,9",140,58,8,14,12,3,12,3
- - -,Ofer,Ángel Chamón,"MC, ME (C)",0 (1),0,0,-,0,0,0,0,0,0,0,0,"0,0 km",-,0,-,0,0,0,0,0,0,0,-,-,0,0,0,-,0,0,0,0,0,0
- - -,Les,Alberto Agirre,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Mario Rivas,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Edu Altozano,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Rafael Gea,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Daniel Paul Dalton,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pablo Parada,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Eneko Azurmendi,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ianis Târbă,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,César Bonafé,DF/CR (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Roberto,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Marco Cobo,ME/MP (C),1,43,23,21,1,0,0,"0,14",0,0,4,1,"5,4 km",-,1,0,0,1,0,0,0,0,1,-,-,0,0,2,0,0,0,1,0,1,0
- - -,Les,Javier Navarro,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Arnau Pedrola,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Carlos Sánchez,DF (DC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Pet,Dani Gil,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Eder García,ME (C),0 (1),9,5,5,0,0,0,0,0,0,1,0,"0,0 km",-,0,-,0,0,0,0,0,0,0,-,-,0,0,0,-,0,0,0,0,0,0
- - -,,Ander Cubillas,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Hugo Ruiz,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Quim Utgés,"MP (C), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Hasier Iriarte,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Bruno Rubio,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
