,,,,,,,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Posición,Part,Min,Enc,xGE,BAt,BDs,Rp %,BRe,Pas I,Pas C,Portería imbatida,Pep %,Paradas/90,Pen. parados,Prop. penaltis parados,Gl Err,Pos Gan/90,Pos Perd/90
- - -,Juv,David Gurrutxaga,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Agustín Etxaburu,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álex Fernández,POR,0 (1),67,0,"1,16",0,0,0%,0,20,4,1,0%,-,0,-,0,-,-
- - -,Juv,Ali Hassan,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Álex Toimil,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Aitor Crespo,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Francisco,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Iker Ropero,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jaime Domènech,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Moussa Guindo,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Mathéo Sanchez,MP (IC),1 (3),160,-,-,-,-,-,-,55,49,-,-,-,-,-,0,"6,75","13,5"
- - -,,Mauricio Reygadas,"DF (D), MC, ME (C)",2 (25),693,-,-,-,-,-,-,389,342,-,-,-,-,-,0,"3,64","8,96"
- - -,Juv,Óscar Ramón,DF (IC),0 (2),65,-,-,-,-,-,-,31,26,-,-,-,-,-,0,-,-
- - -,Juv,Aarón,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ofer,Sergio Gabriel,MP (DI),2 (4),235,-,-,-,-,-,-,92,83,-,-,-,-,-,0,"0,77","22,21"
- - -,,Oihan Orbegozo,POR,0 (7),402,5,"1,78",2,3,75%,10,105,64,3,88%,3,0,-,0,"1,12","7,39"
- - -,Juv,Alexander Luna,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Álvaro,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Iker Vadillo,"ME (I), MP (DI)",2 (6),275,-,-,-,-,-,-,92,82,-,-,-,-,-,0,"2,95","14,73"
- - -,,Rubén Martínez,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,José Manuel Naranjo,"MP (I), DL (C)",1 (2),162,-,-,-,-,-,-,39,30,-,-,-,-,-,0,0,"12,78"
- - -,,Leonardo Yánez,MP (D),5 (15),757,-,-,-,-,-,-,329,277,-,-,-,-,-,0,"4,52","14,5"
- - -,Juv,Emili Perales,DF (D),2 (3),224,-,-,-,-,-,-,119,103,-,-,-,-,-,0,"9,64","15,67"
- - -,Ctr,Gonzalo Serrano,DL (C),0 (2),98,-,-,-,-,-,-,21,18,-,-,-,-,-,0,0,"25,71"
- - -,,Álvaro Tamargo,ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Sunday Ocheche,DF (C),31,2.790,-,-,-,-,-,-,1.636,1.425,-,-,-,-,-,1,"18,71","3,39"
- - -,,Oriol Martí,POR,1 (3),204,2,"0,52",2,1,86%,10,47,32,2,90%,5,0,-,0,0,"10,59"
- - -,Juv,Nicolás Vilariño,DL (C),0 (4),55,-,-,-,-,-,-,16,13,-,-,-,-,-,0,-,-
- - -,Juv,Yadel Andrés,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Roberto Miguel,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Hugo Marcos,DF (D),1 (1),165,-,-,-,-,-,-,77,66,-,-,-,-,-,0,"10,36",18
- - -,,Hugo Gil,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Ismael Ferrer,ME/MP (D),2 (7),260,-,-,-,-,-,-,93,81,-,-,-,-,-,0,0,"25,96"
- - -,Juv,Gonzalo Reyes,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álex García,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,David Larrea,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ofer,Ángel,"MP (I), DL (C)",0 (14),179,-,-,-,-,-,-,44,39,-,-,-,-,-,0,0,"25,14"
- - -,,Marcos Bautista,MC,0 (34),1.255,-,-,-,-,-,-,739,641,-,-,-,-,-,0,"9,25","6,96"
- - -,,Ismael López,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álex Valiño,"MP (D), DL (C)",0 (1),59,-,-,-,-,-,-,20,17,-,-,-,-,-,0,-,-
- - -,Juv,Ismael Ramos,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Iván Caballero,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Suso Sayés,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Álvaro Jiménez,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,David López,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Marlon Ramírez,MP (DI),6 (7),707,-,-,-,-,-,-,237,196,-,-,-,-,-,0,"2,29","21,9"
- - -,,Carlos Sanz,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,David,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Javier Zapata,DL (C),0 (1),46,-,-,-,-,-,-,11,9,-,-,-,-,-,0,-,-
- - -,Juv,Malick Faye,ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Alejandro Alba,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Cheikh Cissé,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Manuel Rodríguez,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Airam Peña,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jesús,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Manu,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Nacho,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Rafa Torrella,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Andoni Goikoetxea,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Tiago,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,Édgar Triviño,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,José Marín,DL (C),30 (1),2.304,-,-,-,-,-,-,557,482,-,-,-,-,-,0,"1,29","23,67"
- - -,Juv,Alberto Palacios,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Israel,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pietro Tomaselli,ME/MP (C),5,356,-,-,-,-,-,-,169,140,-,-,-,-,-,0,"6,83","14,66"
- - -,Juv,Andoni Bilbao,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ander Pérez,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Yadel,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Jon Yeabsera Landa,MP (DIC),23 (3),1.848,-,-,-,-,-,-,673,566,-,-,-,-,-,0,"1,95","20,99"
- - -,Juv,Salvador Gil,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Joan Miquel Puigoriol,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Carlos Lumbreras,DL (C),2 (2),200,-,-,-,-,-,-,48,42,-,-,-,-,-,0,"2,25","18,45"
- - -,Juv,Enrique Bordón,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Dani González,DL (C),0 (15),569,-,-,-,-,-,-,141,125,-,-,-,-,-,0,"0,32","24,04"
- - -,,Alberto Morientes,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Dani Atanes,POR,0 (1),51,2,"-1,58",0,0,0%,0,13,13,0,91%,-,0,-,0,-,-
- - -,,Sergio Bernárdez,DF/CR (D),1,90,-,-,-,-,-,-,47,41,-,-,-,-,-,0,8,11
- - -,,Hakim,"MC, ME (C)",32,2.523,-,-,-,-,-,-,1.426,1.265,-,-,-,-,-,0,"8,85","8,42"
- - -,,Eneko Ortiz,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Javi Pipa,DF/CR (D),1 (3),249,-,-,-,-,-,-,124,109,-,-,-,-,-,0,"10,84","19,88"
- - -,,Kevin Soeiro,DL (C),0 (2),43,-,-,-,-,-,-,12,10,-,-,-,-,-,0,-,-
- - -,,Sergio Recio,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jorge Moreno,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Eduardo Gómez,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Adrian Martínez,MC,0 (3),42,-,-,-,-,-,-,25,21,-,-,-,-,-,0,-,-
- - -,,Joshua Farrell,DL (C),0 (23),726,-,-,-,-,-,-,182,158,-,-,-,-,-,0,"0,12","19,96"
- - -,,Erik Bugarín,DL (C),0 (25),900,-,-,-,-,-,-,232,201,-,-,-,-,-,0,"0,5","22,7"
- - -,,Adrián Motilva,DF/CR (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álex Pérez,MP (DI),2 (1),224,-,-,-,-,-,-,82,70,-,-,-,-,-,0,"3,21","15,27"
- - -,,Djakaria Barro,ME (C),6 (11),939,-,-,-,-,-,-,466,408,-,-,-,-,-,0,"9,68","17,64"
- - -,Juv,Viktor Berglund,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álex Mendoza,DF (I),8 (3),744,-,-,-,-,-,-,379,321,-,-,-,-,-,0,"11,98","15,48"
- - -,,Dolapo Adebowale,POR,2 (8),656,13,"1,54",8,6,72%,20,140,76,2,90%,4,0,-,0,"3,7","6,04"
- - -,Juv,Jesús Peralta,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Emi,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José María Ordóñez,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Osman Abdul Sofyan,MP (DI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Alexis,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Yousef Al-Marri,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Jorge,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ofer,Cameron Sainte-Rose,ME/MP (D),1 (9),199,-,-,-,-,-,-,73,61,-,-,-,-,-,0,0,"24,87"
- - -,,Fer Pérez,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ángel,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Benito,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Fran García,DL (C),31,2.655,-,-,-,-,-,-,656,573,-,-,-,-,-,0,"2,51","19,59"
- - -,Juv,Javi,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jon Larrauri,DF (D),0 (2),36,-,-,-,-,-,-,17,14,-,-,-,-,-,0,-,-
- - -,,Sergio De Cea,POR,29,2.364,34,"-3,98",17,13,67%,40,577,299,8,88%,2,0,0%,0,"1,14","10,2"
- - -,,Gorka San Nicolás,POR,0 (4),189,2,"0,88",1,1,50%,0,42,17,2,94%,0,0,0%,0,"1,9","5,71"
- - -,Juv,Antonio,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Iván Sánchez,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Jesús Acuña,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Juanqui Aguilar,ME (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Eduardo Pérez,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ctr,Maikol Márquez,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Adnan Alloush,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Alberto Ortells,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pucho,DF (C),1,90,-,-,-,-,-,-,55,50,-,-,-,-,-,0,12,5
- - -,Les,Alberto Olea,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Hugo Campos,ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ignacio Pallarés,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,José Chamorro,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Javier Aranburu,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Peter Pišek,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ekhi Gurrutxaga,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Iker Galindo,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Alberto Hernàndez,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Alberto Fernández,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Juan Torres,"MP (I), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Les,David García,DF (DC),2 (2),260,-,-,-,-,-,-,149,129,-,-,-,-,-,0,"15,92","4,5"
- - -,,Francisco Javier Díez,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Rodri,"MC, ME (C)",0 (1),8,-,-,-,-,-,-,4,4,-,-,-,-,-,0,-,-
- - -,Juv,David,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Makhtar Diatta,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,José Miguel,"MP (C), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Manuel Barea,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Javier Silva,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Antonio,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Juan Ibáñez,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Antonio Moreno,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Andrés Ortega,ME (C),18 (8),1.581,-,-,-,-,-,-,786,686,-,-,-,-,-,0,"13,21","12,98"
- - -,,Eduardo Santiago,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Miguel Ángel Boedo,DL (C),0 (1),12,-,-,-,-,-,-,4,3,-,-,-,-,-,0,-,-
- - -,Juv,Ángel Arcos,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ukasyah Wallace,DF (C),1,90,-,-,-,-,-,-,20,13,-,-,-,-,-,0,0,0
- - -,,Adri Delgado,ME (C),26 (4),1.948,-,-,-,-,-,-,972,858,-,-,-,-,-,0,"10,16","14,41"
- - -,,Daniel Budesca,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ismael Escobar,"DF (C), MC",0 (2),41,-,-,-,-,-,-,22,21,-,-,-,-,-,0,-,-
- - -,,Mario Adot,DF (C),33,2.790,-,-,-,-,-,-,1.561,1.359,-,-,-,-,-,0,"11,81","3,94"
- - -,,Álex Sánchez,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Borja Paz,MP (C),1 (1),49,-,-,-,-,-,-,17,14,-,-,-,-,-,0,-,-
- - -,,Yeray,ME (C),0 (12),392,-,-,-,-,-,-,202,169,-,-,-,-,-,0,"11,02","14,46"
- - -,Juv,Basilio,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Víctor Armenteros,DF (I),0 (2),6,-,-,-,-,-,-,4,4,-,-,-,-,-,0,-,-
- - -,,Gonzalo,ME/MP (DI),0 (5),139,-,-,-,-,-,-,52,44,-,-,-,-,-,0,"0,65","27,19"
- - -,,Diego Hernàndez,"MC, ME (C)",5,450,-,-,-,-,-,-,242,221,-,-,-,-,-,0,12,"4,6"
- - -,Juv,Jordi Prieto,DL (C),0 (1),11,-,-,-,-,-,-,3,3,-,-,-,-,-,0,-,-
- - -,,Abde,ME/MP (D),21 (5),2.072,-,-,-,-,-,-,782,656,-,-,-,-,-,0,"2,22","14,68"
- - -,Ced,Roman Pliushch,"MC, ME (C)",0 (10),180,-,-,-,-,-,-,89,80,-,-,-,-,-,0,8,"8,5"
- - -,Juv,Henry Atangana,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Mihai Buş,DF (DC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Ian Forns,DF (I),1,90,-,-,-,-,-,-,53,46,-,-,-,-,-,0,4,16
- - -,Juv,Álvaro Llorens,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Enrique Peña,"ME (C), MP (DC)",1 (1),83,-,-,-,-,-,-,42,36,-,-,-,-,-,0,"8,67","18,43"
- - -,,Dani Cobo,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Iván Cagigas,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,David Barrios,"MC, ME (C), MP (I)",1 (5),246,-,-,-,-,-,-,69,52,-,-,-,-,-,0,"0,73","14,63"
- - -,,Daniel Cosano,ME/MP (C),0 (4),43,-,-,-,-,-,-,25,23,-,-,-,-,-,0,-,-
- - -,Juv,Raul Văduva,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Javi Baldobar,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Iñaki Alberca,ME/MP (I),30,2.340,-,-,-,-,-,-,848,701,-,-,-,-,-,0,"3,62","18,62"
- - -,Juv,Álvaro Boix,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Roberto Laurel,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,David Pérez,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ced,Juan López,"MC, ME (C)",1 (2),151,-,-,-,-,-,-,90,81,-,-,-,-,-,0,"10,73","6,56"
- - -,,Tomás,"MP (I), DL (C)",31,2.388,-,-,-,-,-,-,799,665,-,-,-,-,-,0,"3,02","20,05"
- - -,Juv,Jon Delgado,CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Yago,DF (I),1,90,-,-,-,-,-,-,46,37,-,-,-,-,-,0,13,16
- - -,Juv,José,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,San,ME/MP (I),0 (1),23,-,-,-,-,-,-,8,7,-,-,-,-,-,0,-,-
- - -,Juv,Miguel Conde,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Diego Ortiz,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Tomás Inglés,DL (C),1,90,-,-,-,-,-,-,31,27,-,-,-,-,-,0,11,13
- - -,Juv,David Valle,ME/MP (C),0 (2),10,-,-,-,-,-,-,5,5,-,-,-,-,-,0,-,-
- - -,,Jesús,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Ale Briggs,DL (C),1 (29),867,-,-,-,-,-,-,206,173,-,-,-,-,-,0,"0,31","20,45"
- - -,,Pimienta,DL (C),0 (16),297,-,-,-,-,-,-,76,66,-,-,-,-,-,0,0,"26,97"
- - -,,Joan Castaño,DF (C),1,90,-,-,-,-,-,-,50,35,-,-,-,-,-,0,19,3
- - -,,Álex Gómez,ME (C),0 (17),455,-,-,-,-,-,-,227,197,-,-,-,-,-,0,"7,71","13,45"
- - -,,Jorge García,DF (C),36,3.164,-,-,-,-,-,-,1.788,1.538,-,-,-,-,-,0,"12,69","3,67"
- - -,Juv,José Luis Vallejo,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Salifu Ceesay,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Íñigo Burusco,ME/MP (I),34,2.836,-,-,-,-,-,-,965,794,-,-,-,-,-,0,"4,89","18,34"
- - -,Juv,François Petitjean,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Gabriel Vázquez,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Pedro Torres,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Carles Llorca,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Mikel Torres,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Manolo Ureña,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Yago Alcolea,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Ofer,Oriol,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Sergio,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Carlos Jiménez,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Marc Aznar,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Bəhruz Tanrıverdiyev,ME (C),8,717,-,-,-,-,-,-,352,310,-,-,-,-,-,0,"6,53","15,94"
- - -,Juv,Mauro Prado,ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Pepe Calatayud,MP (I),0 (1),19,-,-,-,-,-,-,7,6,-,-,-,-,-,0,-,-
- - -,,Asier Gomes,MP (C),34,2.073,-,-,-,-,-,-,769,663,-,-,-,-,-,0,"9,59","20,19"
- - -,Juv,Wang Jianyi,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Enric,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Roger Ciuró,"MC, ME (C)",2 (2),193,-,-,-,-,-,-,94,76,-,-,-,-,-,0,"7,46","19,12"
- - -,,Carlos,DF (I),20,1.714,-,-,-,-,-,-,878,756,-,-,-,-,-,1,"7,88","20,53"
- - -,Juv,Iván Rodríguez,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Javier Granell,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Pablo Nicolau,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Manuel Molina,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ángel Villaverde,CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Eneko Peña,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Sergio Lozano,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Martin Bissene,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Enrique Amores,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Sergio Luján,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Cristian Clavijo,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Álex San José,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ioan Ileană,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Nelson Ugwu,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Emil Džalo,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Kike Lafuente,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Pedro,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Enric Gordo,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Juan Manuel Serna,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Álex Roa,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Joan,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Juv,Ezequiel Bastidas,MP (C),0 (3),91,-,-,-,-,-,-,30,28,-,-,-,-,-,0,"3,96","28,68"
