,,,,,,,,,,,
Inf,Rec,Nombre,Final,Sueldo,Sueldo máx.,Mín PS,Representante,Valor de traspaso,Precio Mín,Precio Máx,Cláus. Resc.
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,75m € - 240m €,-,-,115m €
,- - -,- -,30/6/2024,600 € p/m,N/D,N/D,-,0€,-,-,-
Les,- - -,- -,30/6/2027,15.000 € p/m,N/D,N/D,-,Sin datos,-,-,"5,75M €"
,- - -,- -,31/12/2024,3.400 € p/m,N/D,N/D,-,45m € - 140m €,-,-,-
,- - -,- -,30/6/2024,600 € p/m,N/D,N/D,-,0 € - 26m €,-,-,140m €
,- - -,- -,30/6/2025,2.800 € p/m,N/D,N/D,Marcos Ariño,Sin datos,-,-,275m €
,- - -,- -,30/6/2025,1.600 € p/m,N/D,N/D,-,70m € - 700m €,-,-,450m €
,- - -,- -,30/6/2025,600 € p/m,N/D,N/D,-,0 € - 60m €,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Ernesto Cabrera,Sin datos,-,-,-
,- - -,- -,30/6/2024,3.100 € p/m,N/D,N/D,-,0 € - 120m €,-,-,400m €
,- - -,- -,30/6/2026,3.900 € p/m,N/D,N/D,-,100m € - 325m €,-,-,175m €
,- - -,- -,30/6/2026,17.250 € p/m,N/D,N/D,-,Sin datos,-,-,"3,2M €"
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2026,1.700 € p/m,N/D,N/D,Antonio Valiente,"1,8M € - 4M €",-,-,"1,8M €"
Seg,- - -,- -,30/6/2026,6.500 € p/m,N/D,N/D,Edwin Bolaños,325m € - 1M €,-,-,675m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2024,600 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 55m €,-,-,150m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 65m €,-,-,58m €
Les,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,Juan Antonio Yubero,26m € - 250m €,-,-,250m €
,- - -,- -,30/6/2027,15.250 € p/m,N/D,N/D,José Andrés Domínguez,Sin datos,-,-,2M €
Ofer,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,28m €,-,-,96m €
,- - -,- -,30/6/2024,600 € p/m,N/D,N/D,-,0€,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Dolors Acevedo,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
Fic,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,180m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,66m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,30m € - 325m €,-,-,235m €
,- - -,- -,30/6/2024,550 € p/m,N/D,N/D,-,0€,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,David Hervás,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,18m € - 180m €,-,-,250m €
,- - -,- -,30/6/2027,29.000 € p/m,N/D,N/D,Antonio Vargas,Sin datos,-,-,"2,4M €"
,- - -,- -,30/6/2024,550 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2027,19.750 € p/m,N/D,N/D,Javier Llaneza,Sin datos,-,-,"1,9M €"
,- - -,- -,30/6/2024,550 € p/m,N/D,N/D,-,0€,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Pablo Fernández,Sin datos,-,-,-
,- - -,- -,30/6/2024,550 € p/m,N/D,N/D,-,0€,-,-,-
Ced,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,José Andrés Domínguez,75m € - 750m €,-,-,235m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,24m € - 75m €,-,-,115m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,José Antonio Corbacho,Sin datos,-,-,-
Ctr,- - -,- -,-,N/D,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2024,550 € p/m,N/D,N/D,-,0 € - 65m €,-,-,240m €
Seg,- - -,- -,-,N/D,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,1m € - 10m €,-,-,88m €
,- - -,- -,30/6/2025,6.500 € p/m,N/D,N/D,-,28m € - 90m €,-,-,120m €
,- - -,- -,30/6/2026,5.000 € p/m,N/D,N/D,-,130m € - 400m €,-,-,190m €
,- - -,- -,30/6/2025,1.400 € p/m,N/D,N/D,-,20m € - 210m €,-,-,125m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Antonio José Albarrán,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,-
,- - -,- -,30/6/2026,2.800 € p/m,N/D,N/D,-,35m € - 350m €,-,-,115m €
,- - -,- -,30/6/2025,1.900 € p/m,N/D,N/D,-,40m € - 130m €,-,-,92m €
Les,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,0 € - 65m €,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Marcos Ariño,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,61m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,140m € - 450m €,-,-,140m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,160m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,58m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,56m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2026,300 € p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,130m €
,- - -,- -,30/6/2027,1.300 € p/m,N/D,N/D,-,7m € - 65m €,-,-,350m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,26m € - 250m €,-,-,20M €
Seg,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Julio César Rodríguez,0€,-,-,215m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2026,13.000 € p/m,N/D,N/D,-,12m € - 120m €,-,-,120m €
,- - -,- -,30/6/2024,600 € p/m,N/D,N/D,-,0€,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Daniel Martín García,Sin datos,-,-,-
,- - -,- -,30/6/2025,600 € p/m,N/D,N/D,-,20m € - 65m €,-,-,-
,- - -,- -,30/6/2025,1.400 € p/m,N/D,N/D,-,0 € - 85m €,-,-,110m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Humberto Guijarro,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Daniel Rodríguez,Sin datos,-,-,-
,- - -,- -,30/6/2025,7.500 € p/m,N/D,N/D,José Luis Ramos,"120m € - 1,2M €",-,-,"1,2M €"
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,Sin datos,-,-,10M €
Ctr,- - -,- -,-,N/D,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2025,475 € p/m,N/D,N/D,-,0 € - 55m €,-,-,-
,- - -,- -,30/6/2025,525 € p/m,N/D,N/D,-,16m € - 170m €,-,-,67m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,52m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,7m € - 70m €,-,-,160m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Juan Cano,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.700 € p/m,N/D,N/D,-,40m € - 375m €,-,-,150m €
,- - -,- -,30/6/2024,550 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,42m €
Juv,- - -,- -,30/6/2028,140 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2026,3.300 € p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,195m €
,- - -,- -,30/6/2027,8.500 € p/m,N/D,N/D,David Hervás,Sin datos,-,-,"1,3M €"
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,"42,5m €"
,- - -,- -,30/6/2024,550 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2024,675 € p/m,N/D,N/D,-,Sin datos,-,-,82m €
,- - -,- -,30/6/2025,1.900 € p/m,N/D,N/D,-,85m € - 275m €,-,-,145m €
,- - -,- -,30/6/2025,1.600 € p/m,N/D,N/D,-,95m € - 300m €,-,-,155m €
,- - -,- -,30/6/2026,1.500 € p/m,N/D,N/D,-,Sin datos,-,-,61m €
,- - -,- -,30/6/2024,500 € p/m,N/D,N/D,-,0€,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Alfredo Ortí,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,"3,5m € - 35m €",-,-,20M €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Antonio José Albarrán,"110m € - 1,1M €",-,-,325m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 65m €,-,-,"47,5m €"
,- - -,- -,30/6/2027,210 € p/m,N/D,N/D,-,Sin datos,-,-,"8,25M €"
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
,- - -,- -,30/6/2024,550 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,20m € - 210m €,-,-,79m €
,- - -,- -,30/6/2024,500 € p/m,N/D,N/D,-,0€,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
,- - -,- -,30/6/2024,550 € p/m,N/D,N/D,-,0€,-,-,-
Les,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,67m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,18m € - 60m €,-,-,56m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,0 € - 100m €,-,-,97m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,18m € - 60m €,-,-,105m €
Les,- - -,- -,30/6/2027,24.500 € p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,"3,2M €"
,- - -,- -,30/6/2025,5.250 € p/m,N/D,N/D,-,"3,5m € - 35m €",-,-,88m €
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,70m € - 230m €,-,-,175m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Antonio Marcén,Sin datos,-,-,-
Ofer,- - -,- -,30/6/2025,6.500 € p/m,N/D,N/D,-,24m €,-,-,82m €
,- - -,- -,30/6/2025,7.750 € p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,325m €
,- - -,- -,30/6/2027,18.250 € p/m,N/D,N/D,Humberto Guijarro,Sin datos,-,-,425m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,72m €
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,55m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,José Luis Ramos,Sin datos,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 5m €,-,-,120m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Antonio Valiente,8m € - 80m €,-,-,84m €
Ofer,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,20m €,-,-,83m €
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,120m € - 375m €,-,-,120m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,"500 € - 3,5m €",-,-,48m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,4m € - 40m €,-,-,84m €
,- - -,- -,30/6/2024,400 € p/m,N/D,N/D,-,0€,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Humberto Guijarro,Sin datos,-,-,-
,- - -,- -,30/6/2026,1.500 € p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,400m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,22m € - 70m €,-,-,51m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,12m € - 130m €,-,-,77m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,1m € - 10m €,-,-,115m €
,- - -,- -,30/6/2026,4.100 € p/m,N/D,N/D,-,30m € - 300m €,-,-,140m €
,- - -,- -,30/6/2025,1.500 € p/m,N/D,N/D,-,7m € - 70m €,-,-,135m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,45m € - 140m €,-,-,96m €
,- - -,- -,30/6/2025,1.400 € p/m,N/D,N/D,-,Sin datos,-,-,105m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,0 € - 80m €,-,-,140m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,50m €
Les,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,14m € - 150m €,-,-,145m €
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
Ctr,- - -,- -,-,N/D,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 35m €,-,-,73m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,60m € - 190m €,-,-,110m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 75m €,-,-,96m €
,- - -,- -,30/6/2025,1.500 € p/m,N/D,N/D,-,9m € - 85m €,-,-,110m €
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2025,1.500 € p/m,N/D,N/D,-,"3,5m € - 35m €",-,-,79m €
Ctr,- - -,- -,-,N/D,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,14m € - 130m €,-,-,130m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,35m € - 120m €,-,-,82m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Julián Guillén,Sin datos,-,-,-
,- - -,- -,30/6/2026,1.500 € p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,210m €
Les,- - -,- -,30/6/2025,3.000 € p/m,N/D,N/D,Julio César Rodríguez,45m € - 475m €,-,-,205m €
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,225m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,31/12/2024,3.100 € p/m,N/D,N/D,-,14m € - 150m €,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Rodrigo Casanova,0 € - 80m €,-,-,220m €
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,18m € - 60m €,-,-,77m €
Seg,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Javi Barbero,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.500 € p/m,N/D,N/D,José Luis Ramos,Sin datos,-,-,350m €
,- - -,- -,30/6/2024,500 € p/m,N/D,N/D,-,0€,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Marcos Ariño,Sin datos,-,-,-
,- - -,- -,30/6/2026,4.300 € p/m,N/D,N/D,-,Sin datos,-,-,625m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,Sin datos,-,-,175m €
,- - -,- -,30/6/2027,11.000 € p/m,N/D,N/D,-,Sin datos,-,-,"1,1M €"
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Antonio José Albarrán,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Ramón Siles,Sin datos,-,-,-
,- - -,- -,30/6/2026,4.900 € p/m,N/D,N/D,Santiago Berrocal,12m € - 110m €,-,-,250m €
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,Julio César Rodríguez,Sin datos,-,-,220m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,16m € - 50m €,-,-,220m €
,- - -,- -,30/6/2026,3.400 € p/m,N/D,N/D,Julio César Rodríguez,"450m € - 1,4M €",-,-,"1,9M €"
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.700 € p/m,N/D,N/D,-,"4,5m € - 45m €",-,-,86m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Dolores Muñiz,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
Les,- - -,- -,30/6/2025,4.500 € p/m,N/D,N/D,-,80m € - 800m €,-,-,700m €
,- - -,- -,30/6/2026,2.200 € p/m,N/D,N/D,-,16m € - 160m €,-,-,325m €
,- - -,- -,30/6/2025,1.500 € p/m,N/D,N/D,-,"3,5m € - 35m €",-,-,77m €
,- - -,- -,30/6/2024,350 € p/m,N/D,N/D,-,0 € - 50m €,-,-,100m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Juan Cano,Sin datos,-,-,-
,- - -,- -,30/6/2025,925 € p/m,N/D,N/D,-,Sin datos,-,-,"45,5m €"
Ofer,- - -,- -,30/6/2025,2.600 € p/m,N/D,N/D,-,0€,-,-,110m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Gabri Villar,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Quim Guillén,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,José Andrés Domínguez,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Alfredo Ortí,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Javi Barbero,Sin datos,-,-,-
Les,- - -,- -,30/6/2026,6.500 € p/m,N/D,N/D,-,190m € - 600m €,-,-,245m €
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,45m € - 140m €,-,-,51m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Humberto Guijarro,Sin datos,-,-,-
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,12m € - 130m €,-,-,130m €
Les,- - -,- -,30/6/2026,525 € p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,"2,1M €"
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Ramón Siles,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,Julio César Rodríguez,Sin datos,-,-,230m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,Sin datos,-,-,145m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,5m € - 50m €,-,-,78m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,45m € - 140m €,-,-,78m €
,- - -,- -,30/6/2026,3.300 € p/m,N/D,N/D,-,75m € - 750m €,-,-,450m €
,- - -,- -,30/6/2024,500 € p/m,N/D,N/D,-,0€,-,-,-
Pet,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,240m €
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2026,2.600 € p/m,N/D,N/D,-,14m € - 140m €,-,-,54m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,Sin datos,-,-,160m €
,- - -,- -,30/6/2025,450 € p/m,N/D,N/D,-,"1,5m € - 16m €",-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,22m € - 210m €,-,-,105m €
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,0 € - 120m €,-,-,75m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 26m €,-,-,43m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2027,4.700 € p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,"1,6M €"
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,14m € - 40m €,-,-,51m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,Sin datos,-,-,175m €
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,Sin datos,-,-,105m €
,- - -,- -,30/6/2025,6.500 € p/m,N/D,N/D,-,0 € - 40m €,-,-,"48,5m €"
Ctr,- - -,- -,-,N/D,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2025,1.500 € p/m,N/D,N/D,-,Sin datos,-,-,120m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,3m € - 10m €,-,-,48m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,"45,5m €"
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,56m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,2m € - 18m €,-,-,58m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Daniel Abal,Sin datos,-,-,-
,- - -,- -,30/6/2026,4.500 € p/m,N/D,N/D,-,Sin datos,-,-,700m €
Trn,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,49m €
Ofer,- - -,- -,30/6/2025,6.500 € p/m,N/D,N/D,-,26m €,-,-,83m €
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,0 € - 120m €,-,-,100m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,51m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,105m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 65m €,-,-,98m €
Les,- - -,- -,30/6/2025,6.500 € p/m,N/D,N/D,-,250m € - 800m €,-,-,300m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0€,-,-,"45,5m €"
,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,-,45m € - 140m €,-,-,85m €
,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,-,Sin datos,-,-,83m €
,- - -,- -,30/6/2026,1.400 € p/m,N/D,N/D,-,Sin datos,-,-,105m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,-,Sin datos,-,-,-
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,Sin datos,-,-,110m €
,- - -,- -,30/6/2025,1.600 € p/m,N/D,N/D,-,0 € - 60m €,-,-,62m €
Juv,- - -,- -,30/6/2026,275 € p/m,N/D,N/D,-,40m € - 375m €,-,-,225m €
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2026,3.400 € p/m,N/D,N/D,Aina Andreu,30m € - 300m €,-,-,175m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,24m € - 75m €,-,-,105m €
,- - -,- -,30/6/2025,1.700 € p/m,N/D,N/D,-,Sin datos,-,-,165m €
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,-,7m € - 70m €,-,-,72m €
,- - -,- -,31/12/2024,3.100 € p/m,N/D,N/D,-,40m € - 130m €,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Ismaël Bathé,Sin datos,-,-,52m €
,- - -,- -,30/6/2024,450 € p/m,N/D,N/D,-,0€,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,0 € - 55m €,-,-,73m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,14m € - 45m €,-,-,72m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Ramón Siles,Sin datos,-,-,-
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Marcos Ariño,Sin datos,-,-,-
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,-,"2,5m € - 22m €",-,-,47m €
Juv,- - -,- -,30/6/2028,275 € p/m,N/D,N/D,Iago Menéndez,Sin datos,-,-,-
