,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Club,Posición,Altura,Peso,Edad,Pierna buena,Personalidad,Conocimientos,Felicidad general,Media,Nac,RM,Estilo
- - -,Juv,Marc,Cartagena,ME (I),175 cm,58 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Adrià Gené,Europa,DL (C),181 cm,71 kg,25,Derecha,,---,,6.42,ESP,Correcta,Físico
- - -,Juv,Aitor Etxabe,Amorebieta,MP (C),174 cm,59 kg,15,Derecha,,---,,06.05,FRA,Correcta,Líder
- - -,,Miguel Sierra,Tarazona,MP (I),173 cm,57 kg,16,Sin datos,,---,,7.30,ESP,Correcta,Físico
- - -,,Sergio Orts,Elche,DF (C),186 cm,72 kg,16,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,,Hugo Salinas,Marino,ME (C),183 cm,71 kg,19,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,Aziz Benzoukane,Sanluqueño,DF (C),180 cm,63 kg,15,Derecha,,---,,-,MAR,Correcta,Creativo
- - -,,Antonio Vázquez,Elche,DL (C),181 cm,66 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Adrián Lopes,Oviedo B,DF (C),190 cm,81 kg,18,Derecha,,---,,6.40,ESP,Correcta,Físico
- - -,,Iker Bilbao,Gernika,ME (C),179 cm,69 kg,18,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,Marcos Blanco,Getafe,DF (I),184 cm,67 kg,16,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,,David Carreira,Coruña B,"MC, ME (C)",169 cm,60 kg,19,Derecha,,---,,-,ESP,Correcta,Técnico
- - -,,Óscar De La Hera,Oviedo B,DL (C),183 cm,75 kg,19,Derecha,,---,,-,ESP,Correcta,Físico
- - -,Juv,Pablo Temperan,Coruxo,DF (C),183 cm,74 kg,18,Sin datos,,---,,6.90,ESP,Correcta,Inteligente
- - -,,Xabier Zaldua,Calahorra,"DF (C), MC",182 cm,71 kg,22,Derecha,,---,,-,ESP,Correcta,Físico
- - -,,Rafael,Montijo,DL (C),178 cm,62 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Eneko Behobide,Real San Sebastián,DF (C),192 cm,83 kg,19,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,David Almeida,R. Santander,DL (C),176 cm,59 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Yerson Reinoso,Tarragona,MP (D),171 cm,54 kg,15,Sin datos,,---,,-,COL,Correcta,Físico
- - -,Juv,Patricio Caballero,Alcorcón,MP (D),183 cm,64 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,Mikel Ojer,Mutilvera,POR,189 cm,77 kg,20,Derecha,,---,,6.37,ESP,Correcta,Guardameta
- - -,Juv,Adrián,Huesca,ME (C),174 cm,63 kg,16,Sin datos,,---,,-,ESP,Correcta,Creativo
- - -,Juv,Alberto,Lugo,MP (C),160 cm,50 kg,15,Sin datos,,---,,-,ESP,Correcta,Creativo
- - -,Juv,Carlos,Mallorca,MP (C),172 cm,58 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Izan Sarmiento,Espanyol B,"ME (D), MP (DI)",176 cm,67 kg,19,Derecha,,---,,-,ESP,Correcta,Técnico
- - -,,Matthieu Rougerie,Numantia,CR (I),183 cm,69 kg,16,Sin datos,,---,,-,FRA,Correcta,Líder
- - -,,Hugo Pascual,Espanyol,DF (C),184 cm,74 kg,18,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,,Ariel,R. Madrid,DF (C),183 cm,68 kg,17,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,Juv,Javier Corbillón,Coruxo,DF (C),182 cm,72 kg,18,Sin datos,,---,,6.60,ESP,Correcta,Físico
- - -,Juv,Aleksandar Simčič,Burgos,MP (I),178 cm,59 kg,15,Sin datos,,---,,-,SVN,Correcta,Técnico
- - -,,Saúl Sánchez,U.D. San Fernando,DL (C),189 cm,76 kg,26,Derecha,,---,,-,ESP,Correcta,Inteligente
- - -,Juv,Julio Ondo,Alcoyano,CR (I),161 cm,50 kg,15,Sin datos,,---,,-,EQG,Correcta,Líder
- - -,Juv,Raúl,Leonesa,MP (C),165 cm,54 kg,16,Sin datos,,---,,-,ESP,Correcta,Creativo
- - -,,Ariday Álamo,Mensajero,DF (C),178 cm,65 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Cristóbal Gil,Granada,MP (I),169 cm,55 kg,15,Sin datos,,---,,-,ESP,Correcta,Creativo
- - -,Juv,Alfredo,Coruxo,MP (C),174 cm,55 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,Álvaro Baladía,Coruña B,DF/CR/ME (I),180 cm,69 kg,21,Izquierda,,---,,6.95,ESP,Correcta,Líder
- - -,,Marcos Camarasa,H. Alicante,DF (I),169 cm,55 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Manel García,Leonesa,DF (C),178 cm,61 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,David Guerrero,Sanse,MC,184 cm,72 kg,16,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,Juv,José Arjona,Ponferrada,DL (C),180 cm,61 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,Daniel Sanz,Badajoz,DF (I),174 cm,61 kg,16,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,,Wahyu Riyadi,Sabadell,CR/ME/MP (D),164 cm,54 kg,16,Sin datos,,---,,-,IDN,Correcta,Creativo
- - -,,Ángel Araújo,A. Sagunto,DL (C),190 cm,80 kg,24,Derecha,,---,,-,ESP,Correcta,Físico
- - -,Les,Antonio Amores,Tarazona,DF (I),170 cm,55 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Omar Moreno,Calahorra,MP (I),169 cm,55 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,Diego Palacios,Córdoba,MC,183 cm,70 kg,16,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,Juv,Ricardo Cobos,Oviedo,MP (D),169 cm,54 kg,15,Sin datos,,---,,-,ESP,Correcta,Creativo
- - -,Seg,Alejandro Correa,Badajoz,MC,170 cm,59 kg,16,Sin datos,,---,,-,URU,Correcta,Líder
- - -,,Fabio Collado,El Palo,ME/MP (D),180 cm,74 kg,30,Derecha,,---,,6.70,ESP,Correcta,Físico
- - -,Juv,Narcís,Cornellà,DF (C),183 cm,62 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,Juan Labaien,Tudelano,DL (C),184 cm,65 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Joan Ramón Munill,Lleida,DF (I),188 cm,69 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,José Manuel,Pontevedra,ME (C),172 cm,59 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Alex Agwu,R. Majadahonda,ME (C),169 cm,56 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,David Guerrero,Numantia,ME (C),182 cm,69 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Pepe Pablo,Alcoyano,ME (DI),167 cm,53 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,Pepe Herrero,Ponferrada,ME (C),179 cm,64 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Seg,David Hyjek,Sanluqueño,"MC, ME (C), MP (DC)",180 cm,68 kg,20,Derecha,,---,,6.42,ESP,Correcta,Inteligente
- - -,Seg,Mamour Diallo,Numantia,DF (D),163 cm,52 kg,16,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,,Eloy Blanco,Náxara,DF (C),186 cm,75 kg,28,Derecha,,---,,-,ESP,Correcta,Inteligente
- - -,Juv,Ibrahima Fofana,Numantia,DF (I),177 cm,61 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,Adrián Parreño,Ceuta,DF (C),183 cm,65 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,Jacobo Martínez,Mensajero,POR,190 cm,81 kg,21,Solo derecha,,---,,6.70,ESP,Correcta,Distribuidor
- - -,Juv,Felipe Cintas,Zamora,ME (C),172 cm,60 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,José Ramón,Andratx,POR,184 cm,64 kg,15,Sin datos,,---,,-,ESP,Correcta,Guardameta
- - -,Juv,Jorge Barrero,Huesca,DF (C),194 cm,76 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,Patxi Pérez,A. Getxo,POR,190 cm,71 kg,16,Sin datos,,---,,-,ESP,Correcta,Con autoridad
- - -,,Daniel Pérez,R. Madrid,DF (D),179 cm,70 kg,17,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,Miguel Martínez,Náxara,ME (C),180 cm,73 kg,32,Derecha,,---,,6.48,ESP,Correcta,Inteligente
- - -,,Choco,U.D. San Fernando,ME/MP (D),176 cm,71 kg,30,Derecha,,---,,6.71,ESP,Correcta,Físico
- - -,Juv,Miguel João,Europa,POR,180 cm,60 kg,15,Sin datos,,---,,-,ESP,Correcta,Con autoridad
- - -,Juv,Álex Ruiz,R. Madrid,DL (C),170 cm,58 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Daniel Moreno,Navalcarnero,MP (C),168 cm,56 kg,15,Sin datos,,---,,-,VEN,Correcta,Físico
- - -,Juv,Javier Ros,Izarra,POR,190 cm,71 kg,15,Sin datos,,---,,-,ESP,Correcta,Distribuidor
- - -,Juv,Neizan,U.D. San Fernando,POR,191 cm,70 kg,15,Sin datos,,---,,-,ESP,Correcta,Con autoridad
- - -,,Ibai Arroki,Egüés,DF/CR (D),175 cm,66 kg,24,Solo derecha,,---,,6.67,ESP,Correcta,Físico
- - -,,Diego Méndez,Vallecano,"DF (C), MC, ME (C)",182 cm,74 kg,20,Solo derecha,,---,,6.53,ESP,Correcta,Físico
- - -,Juv,Victor,Navalcarnero,POR,180 cm,62 kg,15,Sin datos,,---,,-,ESP,Correcta,Con autoridad
- - -,,Sergio Beltrán,Zaragoza,MP (DI),183 cm,65 kg,17,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Manuel González,R. Santander,"MC, ME (C)",182 cm,71 kg,18,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,,Gonzalo Aranguren,Tudelano,DF (I),171 cm,61 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Pablo,El Palo,MP (C),175 cm,60 kg,15,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,Juv,Marcos Padilla,Tarazona,DL (C),174 cm,58 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Òscar Aspar,Europa,DF (D),175 cm,61 kg,16,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,,Jonathan Corozo,Badajoz,"MC, ME (C)",173 cm,77 kg,19,Derecha,,---,,07.07,ECU,Correcta,Técnico
- - -,Juv,Òscar Alonso,Teruel,DL (C),179 cm,63 kg,15,Derecha,,---,,6.40,ESP,Correcta,Técnico
- - -,Ced,Guillermo Marquina,Leganés,POR,186 cm,65 kg,19,Sin datos,,---,,-,ESP,Correcta,Guardameta
- - -,Ced,Keven,Almería,"ME (I), MP (DI)",178 cm,70 kg,21,Derecha,,---,,7.20,BRA,Correcta,Creativo
- - -,Juv,Samuel Rodríguez,Fuenlabrada,DF (I),187 cm,78 kg,19,Izquierda,,---,,6.52,ESP,Correcta,Líder
- - -,,Nico,Zaragoza B,POR,178 cm,68 kg,18,Derecha,,---,,-,ESP,Correcta,Guardameta
- - -,Juv,Malam Cassamá,Getafe,MC,179 cm,61 kg,15,Sin datos,,---,,-,GNB,Correcta,Inteligente
- - -,,José Serrano,San Roque de Lepe,POR,186 cm,74 kg,20,Derecha,,---,,6.60,ESP,Correcta,Con autoridad
- - -,Juv,Txema Larrañaga,Real Irún,MP (C),156 cm,50 kg,16,Izquierda,,---,,-,ESP,Correcta,Creativo
- - -,Juv,Enrique Tomás,Leganés,DL (C),181 cm,60 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Sergio Espinosa,Leonesa,MP (D),169 cm,54 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Robert Morales,Espanyol,MP (D),168 cm,54 kg,15,Sin datos,,---,,-,ESP,Correcta,Creativo
- - -,Juv,Sergio Hernàndez,Leganés,MP (I),182 cm,69 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Ibrahima Doumbouya,Badajoz,DL (C),171 cm,54 kg,15,Sin datos,,---,,-,GUI,Correcta,Técnico
- - -,,Edu Curiel,Cayón,DF/CR (D),175 cm,66 kg,23,Solo derecha,,---,,6.10,ESP,Correcta,Líder
- - -,Ctr,Mario Ruiz,Cayón,POR,177 cm,69 kg,21,Derecha,,---,,6.55,ESP,Correcta,Con autoridad
- - -,Juv,Borja Peralta,Cádiz,ME (C),179 cm,65 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Javi Carretero,Mallorca,DF (I),169 cm,58 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,Javier Sanz,Córdoba,MP (D),184 cm,67 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,Genar Campabadal,Espanyol,DL (C),180 cm,64 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Sainey Jobe,Eldense,POR,184 cm,63 kg,15,Derecha,,---,,-,GAM,Correcta,Guardameta
- - -,Juv,Christian Ruiz,Real Hispalis,MP (C),177 cm,60 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Julio Sáez,Calahorra,DL (C),182 cm,68 kg,16,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,Juv,Antonio Jesús Salas,U. Murcia,POR,192 cm,72 kg,15,Sin datos,,---,,-,ESP,Correcta,Con autoridad
- - -,Juv,Lucas Menudo,Cartagena,DF (I),187 cm,67 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,,Lucas Jiménez,Málaga,POR,183 cm,61 kg,17,Sin datos,,---,,-,ESP,Correcta,Guardameta
- - -,Juv,Ricard,Tarragona,POR,186 cm,68 kg,15,Sin datos,,---,,-,ESP,Correcta,Guardameta
- - -,Seg,Jan Deulofeu,Sant Andreu,DF (D),183 cm,70 kg,16,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,,Andreu Gascons,Terrassa,DF (C),181 cm,68 kg,16,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Seg,Jaime Chamorro,Andratx,DL (C),182 cm,68 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Mario Hervás,Albacete,DF (C),183 cm,73 kg,17,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Viliam Hynek,Izarra,POR,192 cm,82 kg,22,Derecha,,---,,6.45,SVK,Correcta,Con autoridad
- - -,Juv,Antonio Molina,U. Adarve,DF (D),185 cm,67 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Mohamed Asanka de Silva,Villarreal,MC,167 cm,53 kg,16,Sin datos,,---,,-,SRI,Correcta,Físico
- - -,Juv,Ibán Díez,Sestao,POR,186 cm,69 kg,16,Sin datos,,---,,-,ESP,Correcta,Guardameta
- - -,,Álex Lebarbier,Real San Sebastián C,MC,173 cm,68 kg,19,Izquierda,,---,,6.86,FRA,Correcta,Técnico
- - -,Juv,Álex Mancebo,Sanse,ME (C),166 cm,52 kg,15,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,Juv,Víctor,Melilla,MP (I),172 cm,59 kg,16,Sin datos,,---,,6.40,ESP,Correcta,Inteligente
- - -,,Andreas Årdal,U.D. San Fernando,MP (DI),171 cm,65 kg,20,Solo derecha,,---,,6.73,NOR,Correcta,Físico
- - -,Juv,Jorge Segura,Badajoz,MP (D),169 cm,53 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Diego Espejo,Orihuela,DF (C),187 cm,81 kg,21,Derecha,,---,,6.99,ESP,Correcta,Técnico
- - -,Les,Borja,S. Gijón,ME (C),172 cm,57 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Julio Bernabéu,San Roque de Lepe,DL (C),174 cm,58 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Óscar,Mensajero,DF (DC),180 cm,71 kg,29,Solo derecha,,---,,6.64,ESP,Correcta,Líder
- - -,Juv,Javier,Las Palmas,MC,181 cm,67 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Jaime Tobajas,Zaragoza,ME/MP (C),180 cm,64 kg,17,Sin datos,,---,,-,ESP,Correcta,Creativo
- - -,Juv,Enzo Busto,Granada,MC,176 cm,59 kg,16,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,,Yago Insua,Coruxo,"ME/MP (I), DL (C)",187 cm,77 kg,20,Izquierda,,---,,-,ESP,Correcta,Técnico
- - -,,Marc Martínez,Avilés,MP (D),165 cm,53 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Roberto,Tarazona,DF (C),180 cm,63 kg,15,Sin datos,,---,,6.60,ESP,Correcta,Técnico
- - -,,Nico Riestra,S. Gijón,ME/MP (I),171 cm,59 kg,17,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Rubén Medina,Sestao,DF (C),186 cm,67 kg,15,Derecha,,---,,-,ESP,Correcta,Inteligente
- - -,Seg,Moussa Diallo,Andratx,DL (C),179 cm,65 kg,16,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,José,Zamora,DF (C),181 cm,66 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Luis Niño,S. Gijón,MP (C),175 cm,57 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Pablo Martínez,Mérida,POR,183 cm,62 kg,15,Derecha,,---,,-,ESP,Correcta,Con autoridad
- - -,,Miguel De la Osa,El Palo,POR,185 cm,86 kg,23,Derecha,,---,,6.43,ESP,Correcta,Guardameta
- - -,Juv,Frank Antwi,U.D. San Fernando,MC,179 cm,64 kg,15,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,Juv,Rodrigo Andreu,Alzira,MP (D),175 cm,59 kg,15,Sin datos,,---,,-,ESP,Correcta,Creativo
- - -,,Adrien Awana,El Palo,DF (IC),180 cm,94 kg,28,Solo derecha,,---,,5.00,FRA,Correcta,Físico
- - -,,David Reichert,S. Gijón,MP (I),176 cm,64 kg,17,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Seg,Javi Gómez,Elche,DF (DC),176 cm,72 kg,22,Derecha,,---,,-,ESP,Correcta,Físico
- - -,,Álex Rey,Coruxo,ME/MP (D),171 cm,64 kg,31,Derecha,,---,,6.48,ESP,Correcta,Técnico
- - -,Juv,Josep Cortés,Burgos,MP (D),171 cm,55 kg,16,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,Luis Alonso,Villarreal,MP (C),168 cm,56 kg,16,Sin datos,,---,,-,ESP,Correcta,Creativo
- - -,Juv,Marcos Villar,El Palo,POR,182 cm,65 kg,15,Sin datos,,---,,-,ESP,Correcta,Con autoridad
- - -,Juv,Claudio Pina,Almería,CR (I),175 cm,64 kg,16,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,,Rubén Galiano,Real Hispalis,ME (C),174 cm,64 kg,18,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Nahum Muñoz,Avilés,MP (C),175 cm,59 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,Pau,Ibiza,DF (I),179 cm,63 kg,16,Izquierda,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Noël Camara,Badalona Fut,MP (D),174 cm,60 kg,16,Sin datos,,---,,-,CIV,Correcta,Líder
- - -,Juv,Francisco José,Málaga,DF (C),179 cm,63 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Lucas Blanco,Granada,ME (C),186 cm,71 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,Iker Venteo,Espanyol B,POR,195 cm,86 kg,21,Derecha,,---,,5.10,ESP,Correcta,Con autoridad
- - -,Juv,Alejandro,Vallecano,ME (C),174 cm,63 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Jonathan,Ponferrada,DF (D),174 cm,61 kg,15,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,Juv,Gonzalo Cano,Marbella,ME (C),176 cm,60 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,Manuel Criado,Covadonga,MP (C),174 cm,58 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Etienne Edoa,Talavera,DL (C),182 cm,65 kg,15,Sin datos,,---,,-,CMR,Correcta,Técnico
- - -,Juv,Josep María,Mallorca,DF (I),180 cm,64 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Jesús Rey,Pontevedra,DF (C),184 cm,65 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,Antoni Bellerín,Badalona Fut,ME (C),167 cm,54 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,,Gustavo Schneider,Montijo,"MP (DC), DL (C)",175 cm,60 kg,23,Solo derecha,,---,,6.40,POR,Correcta,Físico
- - -,,Juan Gainzarain,Marbella,DL (C),177 cm,61 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,César Pirot,Numantia,POR,193 cm,83 kg,22,Derecha,,---,,6.72,ESP,Correcta,Guardameta
- - -,Juv,Manel,Alcoyano,MP (D),191 cm,72 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Sergio Nores,Ferrol,POR,185 cm,64 kg,16,Sin datos,,---,,-,ESP,Correcta,Guardameta
- - -,,Álex Olmedo,Ponferrada,ME/MP (C),181 cm,74 kg,21,Izquierda,,---,,-,ESP,Correcta,Inteligente
- - -,Juv,Iván,Villalbés,MP (C),179 cm,60 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,José López García,Alzira,MP (C),165 cm,53 kg,15,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Kiko Zambrano,R. Santander,MP (C),174 cm,58 kg,15,Sin datos,,---,,-,ESP,Correcta,Creativo
- - -,,Alberto Medina,Albacete,ME (D),170 cm,61 kg,18,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Seg,Sergio Durán,Covadonga,MP (C),172 cm,62 kg,16,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,,Antonio Miguel,Antoniano,POR,191 cm,78 kg,24,Derecha,,---,,6.63,ESP,Correcta,Con autoridad
- - -,Ofer,Fede,A. Baleares,ME/MP (I),175 cm,70 kg,21,Derecha,,---,,6.70,ARG,Correcta,Físico
- - -,Juv,Antoni Drets,Sant Andreu,DL (C),186 cm,72 kg,16,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,,Manu Sesé,Zaragoza B,ME/MP (D),181 cm,68 kg,18,Derecha,,---,,-,ESP,Correcta,Físico
- - -,,Pol Durán,Real San Sebastián,ME (C),182 cm,69 kg,17,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Cristian Palacios,R. Santander,DL (C),188 cm,83 kg,17,Sin datos,,---,,-,ESP,Correcta,Inteligente
- - -,,Ricard Brugué,Europa,ME (C),191 cm,76 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,,Pablo Montero,R. Madrid,MP (I),174 cm,68 kg,17,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Carlos,Leganés,MP (I),157 cm,50 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,António Sardinha,U. Adarve,DL (C),175 cm,58 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Marcos Borrego,U. Murcia,MC,179 cm,65 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Seg,Alejandro Alda,Leganés,DF/CR (D),174 cm,67 kg,21,Derecha,,---,,-,ESP,Correcta,Líder
- - -,,Javier Albín,Izarra,"ME/MP (D), DL (C)",177 cm,68 kg,22,Solo izquierda,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Juanjo Heredia,R. Madrid,MC,188 cm,77 kg,16,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,José Correa,S.D. Logroñés,ME (C),173 cm,58 kg,15,Sin datos,,---,,-,COL,Correcta,Líder
- - -,Juv,Víctor Salgueiro,Lugo,DF (C),186 cm,69 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Ced,Sixtus Ogbuehi,Ceuta,DL (C),192 cm,81 kg,21,Izquierda,,---,,-,NGA,Correcta,Inteligente
- - -,,Kennedy Akumagoa,Cartagena B,DF (C),186 cm,77 kg,20,Derecha,,---,,6.55,ESP,Correcta,Inteligente
- - -,,Hugo Martínez,Albacete,ME/MP (I),178 cm,66 kg,18,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,,Íñigo Ariztimuño,A. Getxo,DF (I),187 cm,78 kg,20,Izquierda,,---,,-,ESP,Correcta,Físico
- - -,,Adrián Romero,Linense,POR,178 cm,71 kg,21,Solo derecha,,---,,6.66,ESP,Correcta,Con autoridad
- - -,Les,Emmanuel Ngwem,Barcelona,ME (C),177 cm,62 kg,15,Sin datos,,---,,-,CMR,Correcta,Físico
- - -,Juv,Petrus Lebongo,Elche,DF (C),189 cm,68 kg,15,Sin datos,,---,,-,CMR,Correcta,Físico
- - -,Juv,Alexis,Vélez C.F.,DF (D),175 cm,61 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Abel Villa,Cartagena,POR,190 cm,75 kg,16,Sin datos,,---,,-,ESP,Correcta,Con autoridad
- - -,,Aitor Larrañaga,Real San Sebastián C,DF (DC),182 cm,73 kg,21,Derecha,,---,,6.50,ESP,Correcta,Inteligente
- - -,Juv,Julen Tena,Alavés,DL (C),176 cm,57 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Juv,Borislav Popović,Coruña,DL (C),171 cm,57 kg,15,Sin datos,,---,,-,CYP,Correcta,Técnico
- - -,,Óscar Rodriguez,Logroñés,DL (C),169 cm,53 kg,16,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Álex,Albacete,DF (C),196 cm,76 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,,Hugo Romero,Numantia,DL (C),187 cm,73 kg,16,Sin datos,,---,,-,ESP,Correcta,Líder
- - -,Juv,Bachir Touré,Europa,ME (C),173 cm,59 kg,15,Sin datos,,---,,-,ESP,Correcta,Técnico
- - -,Juv,Ahmed Al-Bloushi,Leonesa,MC,166 cm,55 kg,16,Sin datos,,---,,-,QAT,Correcta,Líder
- - -,,Beñat Leiza,A. Getxo,DF (I),181 cm,72 kg,27,Solo izquierda,,---,,-,ESP,Correcta,Físico
- - -,Ced,Diego Doblado,San Fernando,"MP (C), DL (C)",188 cm,80 kg,21,Derecha,,---,,-,ESP,Correcta,Físico
- - -,Juv,Elias Eckhardt,Granada,DF (C),183 cm,65 kg,15,Sin datos,,---,,-,ESP,Correcta,Físico
- - -,Seg,Ale,Orihuela,DF (C),196 cm,79 kg,16,Sin datos,,---,,-,ESP,Correcta,Físico
