Nombre,Posición,Part,Min,Enc,xGE,BAt,BDs,Rp %,BRe,Pas I,Pas C,Portería imbatida,Pep %,Paradas/90,Pen. parados,Prop. penaltis parados,Gl Err,Pos Gan/90,Pos Perd/90
player_4670,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4671,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4672,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4673,DL (C),0 (1),8,-,-,-,-,-,-,2,2,-,-,-,-,-,0,-,-
player_4674,DF (C),13 (2),1.254,-,-,-,-,-,-,697,589,-,-,-,-,-,0,"10,12","4,95"
player_4675,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4676,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4677,POR,2 (3),330,3,"0,16",1,3,76%,6,84,64,2,91%,2,0,-,0,"1,91","7,09"
player_4678,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4679,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4680,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4681,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4682,DF (DC),16 (5),1.565,-,-,-,-,-,-,847,727,-,-,-,-,-,0,"9,2","11,73"
player_4683,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4684,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4685,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4686,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4687,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4688,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4689,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4690,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4691,"MP (C), DL (C)",0 (1),14,-,-,-,-,-,-,3,3,-,-,-,-,-,0,-,-
player_4692,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4693,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4694,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4695,"ME (C), MP (IC)",3 (8),370,-,-,-,-,-,-,131,99,-,-,-,-,-,0,"1,46","22,14"
player_4696,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4697,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4698,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4699,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4700,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4701,ME (C),0 (2),31,-,-,-,-,-,-,12,10,-,-,-,-,-,0,-,-
player_4702,ME (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4703,DF (C),3 (3),374,-,-,-,-,-,-,230,190,-,-,-,-,-,0,"9,63","3,61"
player_4704,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4705,ME (DC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4706,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4707,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4708,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4709,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4710,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4711,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4712,MP (C),19 (2),1.494,-,-,-,-,-,-,568,488,-,-,-,-,-,0,"6,69","23,37"
player_4713,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4714,"MC, ME (C)",2 (9),278,-,-,-,-,-,-,161,140,-,-,-,-,-,0,"10,04","10,36"
player_4715,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4716,DF (D),34,2.962,-,-,-,-,-,-,1.500,1.244,-,-,-,-,-,0,"9,88","19,17"
player_4717,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4718,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4719,DF (C),3 (22),1.348,-,-,-,-,-,-,736,591,-,-,-,-,-,0,"5,81","12,62"
player_4720,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4721,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4722,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4723,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4724,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4725,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4726,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4727,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4728,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4729,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4730,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4731,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4732,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4733,ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4734,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4735,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4736,DF (DC),0 (1),30,-,-,-,-,-,-,18,16,-,-,-,-,-,0,-,-
player_4737,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4738,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4739,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4740,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4741,MP (C),1,45,-,-,-,-,-,-,15,14,-,-,-,-,-,0,-,-
player_4742,DF (IC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4743,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4744,ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4745,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4746,ME (C),3,270,-,-,-,-,-,-,60,43,-,-,-,-,-,0,0,0
player_4747,"DF (D), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4748,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4749,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4750,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4751,DF (DC),1 (2),146,-,-,-,-,-,-,79,64,-,-,-,-,-,0,"8,01","14,18"
player_4752,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4753,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4754,DF (C),33,2.970,-,-,-,-,-,-,1.712,1.465,-,-,-,-,-,0,"6,94","5,88"
player_4755,"MP (D), DL (C)",0 (3),91,-,-,-,-,-,-,32,25,-,-,-,-,-,0,0,"43,52"
player_4756,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4757,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4758,MP (I),5 (1),467,-,-,-,-,-,-,186,154,-,-,-,-,-,0,"6,36","21,78"
player_4759,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4760,ME/MP (C),0 (1),18,-,-,-,-,-,-,7,6,-,-,-,-,-,0,-,-
player_4761,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4762,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4763,"ME (D), MP (DI)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4764,DF/ME (I),0 (3),64,-,-,-,-,-,-,25,20,-,-,-,-,-,0,-,-
player_4765,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4766,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4767,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4768,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4769,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4770,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4771,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4772,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4773,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4774,DF (C),1 (1),120,-,-,-,-,-,-,71,56,-,-,-,-,-,0,"3,75","6,75"
player_4775,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4776,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4777,DL (C),26 (10),2.419,-,-,-,-,-,-,607,539,-,-,-,-,-,0,"0,37","22,51"
player_4778,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4779,"DF (C), MC",35,2.939,-,-,-,-,-,-,1.644,1.457,-,-,-,-,-,0,"8,88","9,52"
player_4780,"MC, ME (C)",0 (1),0,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-
player_4781,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4782,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4783,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4784,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4785,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4786,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4787,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4788,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4789,DF/CR (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4790,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4791,ME/MP (C),1,43,-,-,-,-,-,-,23,21,-,-,-,-,-,0,-,-
player_4792,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4793,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4794,DF (DC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4795,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4796,ME (C),0 (1),9,-,-,-,-,-,-,5,5,-,-,-,-,-,0,-,-
player_4797,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4798,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4799,"MP (C), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4800,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4801,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4802,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4803,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4804,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4805,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4806,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4807,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4808,"DF (C), MC",0 (2),34,-,-,-,-,-,-,18,13,-,-,-,-,-,0,-,-
player_4809,POR,1,77,0,0,0,0,0%,0,28,26,0,0%,-,0,-,0,"1,17","12,86"
player_4810,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4811,POR,0 (1),30,1,"-0,88",1,0,50%,0,9,4,0,97%,-,0,-,0,-,-
player_4812,MP (IC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4813,ME (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4814,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4815,"DF (C), MC",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4816,POR,0 (1),22,1,"0,39",0,1,75%,2,6,1,0,66%,-,0,-,0,-,-
player_4817,"MP (D), DL (C)",1 (1),107,-,-,-,-,-,-,40,22,-,-,-,-,-,0,0,0
player_4818,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4819,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4820,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4821,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4822,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4823,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4824,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4825,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4826,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4827,ME/MP (C),0 (1),21,-,-,-,-,-,-,6,5,-,-,-,-,-,0,-,-
player_4828,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4829,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4830,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4831,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4832,DF (C),0 (1),43,-,-,-,-,-,-,24,21,-,-,-,-,-,0,-,-
player_4833,ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4834,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4835,ME/MP (D),0 (12),263,-,-,-,-,-,-,109,95,-,-,-,-,-,0,0,"24,98"
player_4836,DF/CR (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4837,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4838,DF (D),0 (6),157,-,-,-,-,-,-,78,63,-,-,-,-,-,0,"4,01","21,21"
player_4839,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4840,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4841,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4842,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4843,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4844,"CR (D), MP (I)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4845,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4846,DL (C),5 (23),1.237,-,-,-,-,-,-,301,240,-,-,-,-,-,0,0,"27,5"
player_4847,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4848,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4849,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4850,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4851,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4852,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4853,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4854,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4855,DL (C),1 (2),164,-,-,-,-,-,-,48,43,-,-,-,-,-,0,"2,2","29,09"
player_4856,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4857,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4858,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4859,CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4860,CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4861,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4862,CR (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4863,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4864,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4865,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4866,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4867,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4868,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4869,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4870,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4871,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4872,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4873,"ME (DIC), MP (D)",1,87,-,-,-,-,-,-,28,24,-,-,-,-,-,0,0,"25,86"
player_4874,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4875,DL (C),0 (4),113,-,-,-,-,-,-,25,22,-,-,-,-,-,0,0,"35,84"
player_4876,MP (DIC),1,62,-,-,-,-,-,-,20,18,-,-,-,-,-,0,-,-
player_4877,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4878,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4879,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4880,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4881,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4882,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4883,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4884,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4885,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4886,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4887,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4888,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4889,ME/MP (C),0 (3),29,-,-,-,-,-,-,13,11,-,-,-,-,-,0,-,-
player_4890,"DF/CR (D), MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4891,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4892,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4893,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4894,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4895,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4896,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4897,DL (C),2 (1),187,-,-,-,-,-,-,42,24,-,-,-,-,-,0,0,"0,48"
player_4898,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4899,DF (IC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4900,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4901,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4902,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4903,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4904,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4905,DF (C),5,336,-,-,-,-,-,-,197,169,-,-,-,-,-,0,"4,55","7,23"
player_4906,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4907,MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4908,MC,0 (1),42,-,-,-,-,-,-,22,21,-,-,-,-,-,0,-,-
player_4909,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4910,DL (C),2 (21),699,-,-,-,-,-,-,162,134,-,-,-,-,-,0,0,"34,12"
player_4911,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4912,CR (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4913,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4914,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4915,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4916,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4917,DL (C),0 (10),160,-,-,-,-,-,-,38,35,-,-,-,-,-,0,0,"30,38"
player_4918,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4919,MP (IC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4920,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4921,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4922,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4923,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4924,POR,1 (5),320,4,"-0,21",2,2,63%,3,76,45,2,86%,1,0,0%,0,"1,97","8,44"
player_4925,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4926,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4927,ME/MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4928,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4929,"CR (I), MP (D)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4930,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4931,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4932,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4933,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4934,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4935,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4936,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4937,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4938,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4939,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4940,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4941,MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4942,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4943,ME (DIC),1,90,-,-,-,-,-,-,30,27,-,-,-,-,-,0,1,34
player_4944,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4945,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4946,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4947,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4948,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4949,MC,0 (4),125,-,-,-,-,-,-,69,61,-,-,-,-,-,0,"2,88","6,48"
player_4950,DF (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4951,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4952,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4953,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4954,DF (I),0 (1),21,-,-,-,-,-,-,11,9,-,-,-,-,-,0,-,-
player_4955,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4956,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4957,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4958,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4959,DF (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4960,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_4961,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
