Nombre,Final,Sueldo,Sueldo máx.,Mín PS,Representante,Valor de traspaso,Precio Mín,Precio Máx,Cláus. Resc.
player_4410,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4411,30/6/2026,9.500 EUR p/m,N/D,N/D,Juan Cano,Sin datos,-,-,"1,8M EUR"
player_4412,30/6/2024,1.300 EUR p/m,N/D,N/D,-,16m EUR - 55m EUR,-,-,36m EUR
player_4413,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4414,30/6/2026,100 EUR p/m,N/D,N/D,-,Sin datos,-,-,950m EUR
player_4415,30/6/2028,275 EUR p/m,N/D,N/D,Quim Guillen,Sin datos,-,-,-
player_4416,30/6/2025,85 EUR p/m,N/D,N/D,-,Sin datos,-,-,"12,5m EUR"
player_4417,30/6/2024,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,105m EUR
player_4418,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4419,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4420,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4421,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4422,30/6/2028,275 EUR p/m,N/D,N/D,Dolores Muniz,Sin datos,-,-,-
player_4423,30/6/2025,725 EUR p/m,N/D,N/D,-,Sin datos,-,-,"44,5m EUR"
player_4424,30/6/2028,275 EUR p/m,N/D,N/D,Ignacio Tinoco,Sin datos,-,-,-
player_4425,30/6/2025,550 EUR p/m,N/D,N/D,-,Sin datos,-,-,48m EUR
player_4426,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4427,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4428,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4429,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4430,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4431,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,14m EUR - 140m EUR,-,-,-
player_4432,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 10m EUR,-,-,"36,5m EUR"
player_4433,30/6/2028,275 EUR p/m,N/D,N/D,Antonio Valiente,Sin datos,-,-,-
player_4434,30/6/2024,1.500 EUR p/m,N/D,N/D,-,"0 EUR - 4,5m EUR",-,-,190m EUR
player_4435,30/6/2025,500 EUR p/m,N/D,N/D,-,35m EUR - 325m EUR,-,-,110m EUR
player_4436,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 65m EUR,-,-,"46,5m EUR"
player_4437,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4438,30/6/2025,6.500 EUR p/m,N/D,N/D,-,18m EUR,-,-,64m EUR
player_4439,30/6/2025,7.500 EUR p/m,N/D,N/D,Antonio Jose Albarran,40m EUR - 400m EUR,-,-,775m EUR
player_4440,-,N/D,N/D,N/D,-,0EUR,-,-,-
player_4441,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 45m EUR,-,-,"48,5m EUR"
player_4442,30/6/2027,1.500 EUR p/m,N/D,N/D,-,Sin datos,-,-,10M EUR
player_4443,30/6/2028,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4444,30/6/2026,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,150m EUR
player_4445,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,59m EUR
player_4446,30/6/2026,3.500 EUR p/m,N/D,N/D,-,Sin datos,-,-,"9,5M EUR"
player_4447,30/6/2026,1.300 EUR p/m,N/D,N/D,-,3m EUR - 30m EUR,-,-,42m EUR
player_4448,30/6/2026,800 EUR p/m,N/D,N/D,Rodrigo Casanova,500 EUR - 5m EUR,-,-,-
player_4449,30/6/2024,275 EUR p/m,N/D,N/D,-,0 EUR - 30m EUR,-,-,67m EUR
player_4450,30/6/2026,1.500 EUR p/m,N/D,N/D,-,24m EUR - 230m EUR,-,-,230m EUR
player_4451,30/6/2024,1.000 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4452,30/6/2026,1.100 EUR p/m,N/D,N/D,-,24m EUR - 250m EUR,-,-,120m EUR
player_4453,30/6/2026,3.200 EUR p/m,N/D,N/D,-,Sin datos,-,-,500m EUR
player_4454,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 35m EUR,-,-,45m EUR
player_4455,30/6/2025,1.300 EUR p/m,N/D,N/D,Rodrigo Casanova,275m EUR - 850m EUR,-,-,350m EUR
player_4456,30/6/2024,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,300m EUR
player_4457,30/6/2025,800 EUR p/m,N/D,N/D,Julian Guillen,22m EUR - 230m EUR,-,-,68m EUR
player_4458,30/6/2026,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,125m EUR
player_4459,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4460,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 90m EUR,-,-,72m EUR
player_4461,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,35m EUR
player_4462,30/6/2025,1.400 EUR p/m,N/D,N/D,-,Sin datos,-,-,84m EUR
player_4463,30/6/2025,1.300 EUR p/m,N/D,N/D,-,18m EUR - 180m EUR,-,-,88m EUR
player_4464,30/6/2026,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,115m EUR
player_4465,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,40m EUR
player_4466,30/6/2026,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,130m EUR
player_4467,30/6/2026,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,58m EUR
player_4468,30/6/2026,230 EUR p/m,N/D,N/D,-,Sin datos,-,-,325m EUR
player_4469,30/6/2024,240 EUR p/m,N/D,N/D,-,Sin datos,-,-,425m EUR
player_4470,30/6/2026,1.300 EUR p/m,N/D,N/D,-,9m EUR - 90m EUR,-,-,92m EUR
player_4471,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 45m EUR,-,-,70m EUR
player_4472,30/6/2028,275 EUR p/m,N/D,N/D,Julian Guillen,26m EUR - 250m EUR,-,-,-
player_4473,30/6/2024,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,135m EUR
player_4474,30/6/2028,275 EUR p/m,N/D,N/D,Humberto Guijarro,10m EUR - 100m EUR,-,-,-
player_4475,30/6/2025,190 EUR p/m,N/D,N/D,-,Sin datos,-,-,100m EUR
player_4476,30/6/2025,1.300 EUR p/m,N/D,N/D,-,45m EUR - 150m EUR,-,-,110m EUR
player_4477,30/6/2026,2.400 EUR p/m,N/D,N/D,-,35m EUR - 350m EUR,-,-,145m EUR
player_4478,30/6/2028,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4479,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4480,30/6/2026,2.900 EUR p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,375m EUR
player_4481,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,45m EUR
player_4482,30/6/2028,275 EUR p/m,N/D,N/D,Juan Cano,210m EUR - 700m EUR,-,-,-
player_4483,30/6/2025,95 EUR p/m,N/D,N/D,Xavi Aguirre,Sin datos,-,-,"17,25m EUR"
player_4484,30/6/2026,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,83m EUR
player_4485,30/6/2026,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,"1,3M EUR"
player_4486,30/6/2028,275 EUR p/m,N/D,N/D,-,75m EUR - 240m EUR,-,-,-
player_4487,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,59m EUR
player_4488,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 70m EUR,-,-,67m EUR
player_4489,30/6/2025,1.300 EUR p/m,N/D,N/D,-,20m EUR - 60m EUR,-,-,"47,5m EUR"
player_4490,30/6/2028,275 EUR p/m,N/D,N/D,Dolores Muniz,Sin datos,-,-,-
player_4491,30/6/2024,1.300 EUR p/m,N/D,N/D,-,3m EUR - 30m EUR,-,-,"40,5m EUR"
player_4492,30/6/2026,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,52m EUR
player_4493,30/6/2025,1.300 EUR p/m,N/D,N/D,-,14m EUR - 45m EUR,-,-,72m EUR
player_4494,30/6/2024,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,89m EUR
player_4495,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,48m EUR
player_4496,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4497,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4498,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4499,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 80m EUR,-,-,"49,5m EUR"
player_4500,30/6/2024,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,76m EUR
player_4501,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4502,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 45m EUR,-,-,79m EUR
player_4503,30/6/2028,275 EUR p/m,N/D,N/D,Pablo Fernandez,Sin datos,-,-,-
player_4504,30/6/2025,120 EUR p/m,N/D,N/D,-,Sin datos,-,-,"13,25m EUR"
player_4505,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4506,30/6/2027,47.000 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,14M EUR
player_4507,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,42m EUR
player_4508,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4509,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4510,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4511,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,40m EUR
player_4512,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4513,30/6/2026,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,56m EUR
player_4514,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4515,30/6/2025,3.300 EUR p/m,N/D,N/D,Jose Andres Dominguez,"110m EUR - 1,1M EUR",-,-,375m EUR
player_4516,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,34m EUR
player_4517,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4518,30/6/2028,275 EUR p/m,N/D,N/D,Julian Guillen,Sin datos,-,-,-
player_4519,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4520,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0 EUR - 20m EUR,-,-,46m EUR
player_4521,30/6/2025,825 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,61m EUR
player_4522,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,"35,5m EUR"
player_4523,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4524,30/6/2028,275 EUR p/m,N/D,N/D,Daniel Martin Garcia,Sin datos,-,-,-
player_4525,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4526,30/6/2026,1.700 EUR p/m,N/D,N/D,-,Sin datos,-,-,78m EUR
player_4527,30/6/2028,275 EUR p/m,N/D,N/D,Ernesto Cabrera,Sin datos,-,-,-
player_4528,30/6/2024,375 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4529,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4530,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4531,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4532,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4533,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4534,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4535,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4536,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4537,30/6/2024,1.300 EUR p/m,N/D,N/D,-,10m EUR - 110m EUR,-,-,110m EUR
player_4538,30/6/2028,275 EUR p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,-
player_4539,30/6/2025,1.300 EUR p/m,N/D,N/D,-,9m EUR - 85m EUR,-,-,125m EUR
player_4540,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4541,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4542,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4543,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,38m EUR
player_4544,30/6/2028,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4545,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4546,30/6/2025,625 EUR p/m,N/D,N/D,-,Sin datos,-,-,"47,5m EUR"
player_4547,30/6/2025,1.500 EUR p/m,N/D,N/D,-,Sin datos,-,-,140m EUR
player_4548,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,40m EUR
player_4549,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,42m EUR
player_4550,30/6/2028,275 EUR p/m,N/D,N/D,Humberto Guijarro,Sin datos,-,-,-
player_4551,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4552,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4553,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4554,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4555,30/6/2024,350 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4556,30/6/2026,13.000 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,95m EUR - 300m EUR,-,-,275m EUR
player_4557,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4558,30/6/2026,2.800 EUR p/m,N/D,N/D,-,Sin datos,-,-,500m EUR
player_4559,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,60m EUR
player_4560,30/6/2025,150 EUR p/m,N/D,N/D,-,Sin datos,-,-,"17,25m EUR"
player_4561,30/6/2028,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4562,30/6/2028,275 EUR p/m,N/D,N/D,Dolores Muniz,Sin datos,-,-,-
player_4563,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,"49,5m EUR"
player_4564,31/12/2025,3.200 EUR p/m,N/D,N/D,-,55m EUR - 550m EUR,-,-,-
player_4565,30/6/2028,275 EUR p/m,N/D,N/D,Marcos Arino,50m EUR - 475m EUR,-,-,-
player_4566,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,55m EUR
player_4567,30/6/2026,16.000 EUR p/m,N/D,N/D,Lucas de Abreu,"170m EUR - 1,7M EUR",-,-,"1,4M EUR"
player_4568,30/6/2025,450 EUR p/m,N/D,N/D,-,0 EUR - 60m EUR,-,-,61m EUR
player_4569,30/6/2025,1.500 EUR p/m,N/D,N/D,-,16m EUR - 160m EUR,-,-,86m EUR
player_4570,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4571,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 85m EUR,-,-,57m EUR
player_4572,30/6/2028,275 EUR p/m,N/D,N/D,-,0 EUR - 12m EUR,-,-,-
player_4573,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4574,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4575,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4576,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4577,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4578,30/6/2024,350 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4579,-,N/D,N/D,N/D,-,0EUR,-,-,-
player_4580,30/6/2028,275 EUR p/m,N/D,N/D,Ramon Siles,Sin datos,-,-,-
player_4581,30/6/2026,4.400 EUR p/m,N/D,N/D,Quim Guillen,Sin datos,-,-,300m EUR
player_4582,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4583,30/6/2026,1.300 EUR p/m,N/D,N/D,Pablo Fernandez,Sin datos,-,-,67m EUR
player_4584,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,44m EUR
player_4585,30/6/2028,275 EUR p/m,N/D,N/D,Dolors Acevedo,60m EUR - 600m EUR,-,-,-
player_4586,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4587,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4588,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4589,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,91m EUR
player_4590,30/6/2028,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4591,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,32m EUR
player_4592,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4593,30/6/2028,140 EUR p/m,N/D,N/D,Dolores Muniz,Sin datos,-,-,-
player_4594,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,110m EUR
player_4595,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4596,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4597,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,"45,5m EUR"
player_4598,30/6/2028,275 EUR p/m,N/D,N/D,Marc Montalban,Sin datos,-,-,-
player_4599,30/6/2026,13.000 EUR p/m,N/D,N/D,-,95m EUR - 950m EUR,-,-,500m EUR
player_4600,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4601,30/6/2028,275 EUR p/m,N/D,N/D,David Hervas,Sin datos,-,-,-
player_4602,30/6/2024,1.300 EUR p/m,N/D,N/D,-,16m EUR - 55m EUR,-,-,"48,5m EUR"
player_4603,30/6/2026,2.400 EUR p/m,N/D,N/D,-,120m EUR - 375m EUR,-,-,550m EUR
player_4604,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4605,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4606,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4607,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,52m EUR
player_4608,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4609,30/6/2026,2.800 EUR p/m,N/D,N/D,-,Sin datos,-,-,500m EUR
player_4610,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4611,30/6/2025,1.300 EUR p/m,N/D,N/D,-,18m EUR - 190m EUR,-,-,85m EUR
player_4612,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,55m EUR
player_4613,30/6/2026,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,200m EUR
player_4614,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4615,30/6/2028,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4616,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4617,30/6/2028,275 EUR p/m,N/D,N/D,-,0 EUR - 45m EUR,-,-,-
player_4618,30/6/2028,275 EUR p/m,N/D,N/D,-,4m EUR - 40m EUR,-,-,-
player_4619,30/6/2024,325 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4620,30/6/2028,275 EUR p/m,N/D,N/D,Alfredo Orti,Sin datos,-,-,-
player_4621,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4622,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4623,30/6/2024,325 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4624,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,115m EUR
player_4625,30/6/2025,6.500 EUR p/m,N/D,N/D,-,4m EUR - 14m EUR,-,-,525m EUR
player_4626,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,61m EUR
player_4627,30/6/2028,275 EUR p/m,N/D,N/D,Aina Andreu,Sin datos,-,-,-
player_4628,30/6/2028,275 EUR p/m,N/D,N/D,Alfredo Orti,Sin datos,-,-,-
player_4629,30/6/2028,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4630,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4631,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,87m EUR
player_4632,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4633,30/6/2025,1.700 EUR p/m,N/D,N/D,Edu Dieste,110m EUR - 350m EUR,-,-,105m EUR
player_4634,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4635,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4636,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4637,30/6/2025,1.300 EUR p/m,N/D,N/D,-,0 EUR - 80m EUR,-,-,94m EUR
player_4638,30/6/2028,275 EUR p/m,N/D,N/D,Gabri Villar,Sin datos,-,-,-
player_4639,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4640,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4641,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4642,30/6/2028,275 EUR p/m,N/D,N/D,Xavi Aguirre,Sin datos,-,-,-
player_4643,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4644,30/6/2028,140 EUR p/m,N/D,N/D,Daniel Martin Garcia,Sin datos,-,-,-
player_4645,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4646,30/6/2024,325 EUR p/m,N/D,N/D,-,0 EUR - 35m EUR,-,-,58m EUR
player_4647,30/6/2025,775 EUR p/m,N/D,N/D,Iago Menendez,Sin datos,-,-,62m EUR
player_4648,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4649,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,39m EUR
player_4650,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4651,30/6/2025,1.300 EUR p/m,N/D,N/D,-,3m EUR - 28m EUR,-,-,120m EUR
player_4652,30/6/2028,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4653,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4654,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4655,30/6/2026,1.700 EUR p/m,N/D,N/D,-,Sin datos,-,-,325m EUR
player_4656,30/6/2028,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4657,30/6/2024,325 EUR p/m,N/D,N/D,-,0EUR,-,-,-
player_4658,30/6/2025,1.300 EUR p/m,N/D,N/D,-,14m EUR,-,-,49m EUR
player_4659,30/6/2028,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4660,30/6/2026,3.200 EUR p/m,N/D,N/D,-,18m EUR - 180m EUR,-,-,500m EUR
player_4661,30/6/2026,16.500 EUR p/m,N/D,N/D,Juan Antonio Yubero,Sin datos,-,-,"3,9M EUR"
player_4662,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,97m EUR
player_4663,30/6/2026,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,93m EUR
player_4664,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,34m EUR
player_4665,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4666,30/6/2028,275 EUR p/m,N/D,N/D,Xavi Aguirre,Sin datos,-,-,-
player_4667,30/6/2025,6.500 EUR p/m,N/D,N/D,-,14m EUR - 50m EUR,-,-,87m EUR
player_4668,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4669,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,52m EUR
player_4670,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4671,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4672,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4673,30/6/2025,1.600 EUR p/m,N/D,N/D,-,35m EUR - 350m EUR,-,-,190m EUR
player_4674,30/6/2025,6.500 EUR p/m,N/D,N/D,-,12m EUR - 130m EUR,-,-,230m EUR
player_4675,30/6/2025,1.300 EUR p/m,N/D,N/D,-,Sin datos,-,-,63m EUR
player_4676,30/6/2025,1.300 EUR p/m,N/D,N/D,-,12m EUR - 35m EUR,-,-,"39,5m EUR"
player_4677,30/6/2025,2.100 EUR p/m,N/D,N/D,-,100m EUR - 325m EUR,-,-,220m EUR
player_4678,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4679,30/6/2026,13.000 EUR p/m,N/D,N/D,-,16m EUR - 160m EUR,-,-,110m EUR
player_4680,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4681,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4682,30/6/2025,500 EUR p/m,N/D,N/D,-,Sin datos,-,-,"34,5m EUR"
player_4683,30/6/2028,275 EUR p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,-
player_4684,30/6/2028,275 EUR p/m,N/D,N/D,Julian Guillen,Sin datos,-,-,-
player_4685,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4686,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4687,30/6/2025,1.000 EUR p/m,N/D,N/D,-,Sin datos,-,-,71m EUR
player_4688,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4689,30/6/2024,1.300 EUR p/m,N/D,N/D,-,0EUR,-,-,30m EUR
player_4690,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4691,30/6/2028,140 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4692,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4693,30/6/2028,275 EUR p/m,N/D,N/D,-,Sin datos,-,-,-
player_4694,30/6/2025,1.300 EUR p/m,N/D,N/D,-,9m EUR - 90m EUR,-,-,115m EUR
